provider,spec_file,path,method,operationId,summary,description,has_summary,has_description,has_operationId,deprecated
hubspot,CRM/Pipelines/Rollouts/321972/2026-09/pipelines.json,/crm/pipelines/2026-09/{objectType}/{pipelineId},PATCH,patch-/crm/pipelines/2026-09/{objectType}/{pipelineId},Update pipeline (Partial),"Update an existing pipeline in your HubSpot account. This endpoint allows you to modify specific properties of a pipeline, such as its label, display order, or archived status. Use this to keep your pipeline data up-to-date and organized.",true,true,true,false
hubspot,CRM/Tasks Series/Rollouts/320937/2026-09/tasksSeries.json,/crm/task-series/2026-09/{taskId},PATCH,patch-/crm/task-series/2026-09/{taskId},Update task series,Update the details of a specific task series in your HubSpot account. This endpoint allows you to modify properties and series configurations for the task identified by the taskId. Use this to adjust task scheduling or update task-related information.,true,true,true,false
hubspot,CRM/Calling Extensions/Rollouts/145891/v3/callingExtensions.json,/crm/v3/extensions/calling/{appId}/settings/recording,PATCH,patch-/crm/v3/extensions/calling/{appId}/settings/recording_update,Update recording settings for an app.,Update the recording settings for a specific app using the provided app ID.,true,true,true,false
hubspot,CRM/Public App Crm Cards/Rollouts/147892/v3/publicAppCrmCards.json,/crm/v3/extensions/cards-dev/{appId}/{cardId},PATCH,patch-/crm/v3/extensions/cards-dev/{appId}/{cardId}_update,Update a card,Update a card definition with new details.,true,true,true,false
hubspot,CRM/Services/Rollouts/424/v3/services.json,/crm/v3/objects/0-162/{serviceId},PATCH,patch-/crm/v3/objects/0-162/{serviceId},Update,"Perform a partial update of an Object identified by `{serviceId}`or optionally a unique property value as specified by the `idProperty` query param. `{serviceId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Bucket_Test111/Rollouts/424/v3/buckettest111.json,/crm/v3/objects/bucket_test111s/{bucketTest111Id},PATCH,patch-/crm/v3/objects/bucket_test111s/{bucketTest111Id},Update,"Perform a partial update of an Object identified by `{bucketTest111Id}`. `{bucketTest111Id}` refers to the internal object ID by default, or optionally any unique property value as specified by the `idProperty` query param. Provided property values will be overwritten. Read-only and non-existent properties will be ignored. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Calls/Rollouts/424/v3/calls.json,/crm/v3/objects/calls/{callId},PATCH,patch-/crm/v3/objects/calls/{callId}_update,Update,"Perform a partial update of an Object identified by `{callId}`or optionally a unique property value as specified by the `idProperty` query param. `{callId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Companies/Rollouts/424/v3/companies.json,/crm/v3/objects/companies/{companyId},PATCH,patch-/crm/v3/objects/companies/{companyId}_update,Update a company,Update a company by ID (`companyId`) or unique property value (`idProperty`). Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.,true,true,true,false
hubspot,CRM/Contacts/Rollouts/424/v3/contacts.json,/crm/v3/objects/contacts/{contactId},PATCH,patch-/crm/v3/objects/contacts/{contactId}_update,Update a contact,"Update an existing contact, identified by ID or email/unique property value. To identify a contact by ID, include the ID in the request URL path. To identify a contact by their email or other unique property, include the email/property value in the request URL path, and add the `idProperty` query parameter (`/crm/v3/objects/contacts/jon@website.com?idProperty=email`). Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Discounts/Rollouts/424/v3/discounts.json,/crm/v3/objects/discounts/{discountId},PATCH,patch-/crm/v3/objects/discounts/{discountId},Update,"Perform a partial update of an Object identified by `{discountId}`or optionally a unique property value as specified by the `idProperty` query param. `{discountId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Emails/Rollouts/424/v3/emails.json,/crm/v3/objects/emails/{emailId},PATCH,patch-/crm/v3/objects/emails/{emailId}_update,Update,"Perform a partial update of an Object identified by `{emailId}`or optionally a unique property value as specified by the `idProperty` query param. `{emailId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Invoices/Rollouts/424/v3/invoices.json,/crm/v3/objects/invoices/{invoiceId},PATCH,patch-/crm/v3/objects/invoices/{invoiceId}_update,Update,"Perform a partial update of an Object identified by `{invoiceId}`or optionally a unique property value as specified by the `idProperty` query param. `{invoiceId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Meetings/Rollouts/424/v3/meetings.json,/crm/v3/objects/meetings/{meetingId},PATCH,patch-/crm/v3/objects/meetings/{meetingId}_update,Update,"Perform a partial update of an Object identified by `{meetingId}`or optionally a unique property value as specified by the `idProperty` query param. `{meetingId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Notes/Rollouts/424/v3/notes.json,/crm/v3/objects/notes/{noteId},PATCH,patch-/crm/v3/objects/notes/{noteId}_update,Update,"Perform a partial update of an Object identified by `{noteId}`or optionally a unique property value as specified by the `idProperty` query param. `{noteId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Partner Services/Rollouts/424/v3/partnerServices.json,/crm/v3/objects/partner_services/{partnerServiceId},PATCH,patch-/crm/v3/objects/partner_services/{partnerServiceId},Update,"Perform a partial update of an Object identified by `{partnerServiceId}`or optionally a unique property value as specified by the `idProperty` query param. `{partnerServiceId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Postal Mail/Rollouts/424/v3/postalMail.json,/crm/v3/objects/postal_mail/{postalMailId},PATCH,patch-/crm/v3/objects/postal_mail/{postalMailId}_update,,,false,false,true,false
hubspot,CRM/Products/Rollouts/424/v3/products.json,/crm/v3/objects/products/{productId},PATCH,patch-/crm/v3/objects/products/{productId}_update,Update,"Perform a partial update of an Object identified by `{productId}`or optionally a unique property value as specified by the `idProperty` query param. `{productId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Quotes/Rollouts/424/v3/quotes.json,/crm/v3/objects/quotes/{quoteId},PATCH,patch-/crm/v3/objects/quotes/{quoteId}_update,Update,"Perform a partial update of an Object identified by `{quoteId}`or optionally a unique property value as specified by the `idProperty` query param. `{quoteId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Taxes/Rollouts/424/v3/taxes.json,/crm/v3/objects/taxes/{taxId},PATCH,patch-/crm/v3/objects/taxes/{taxId}_update,Update,"Perform a partial update of an Object identified by `{taxId}`or optionally a unique property value as specified by the `idProperty` query param. `{taxId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Custom Objects/Rollouts/424/v3/customObjects.json,/crm/v3/objects/{objectType}/{objectId},PATCH,patch-/crm/v3/objects/{objectType}/{objectId}_update,Update,"Perform a partial update of an Object identified by `{objectId}`or optionally a unique property value as specified by the `idProperty` query param. `{objectId}` refers to the internal object ID by default, and the `idProperty` query param refers to a property whose values are unique for the object. Provided property values will be overwritten. Read-only and non-existent properties will result in an error. Properties values can be cleared by passing an empty string.",true,true,true,false
hubspot,CRM/Properties/Rollouts/145899/v3/properties.json,/crm/v3/properties/{objectType}/groups/{groupName},PATCH,patch-/crm/v3/properties/{objectType}/groups/{groupName}_update,Update a property group,Perform a partial update of a property group identified by {groupName}. Provided fields will be overwritten.,true,true,true,false
hubspot,CRM/Properties/Rollouts/145899/v3/properties.json,/crm/v3/properties/{objectType}/{propertyName},PATCH,patch-/crm/v3/properties/{objectType}/{propertyName}_update,Update a property,Perform a partial update of a property identified by '{propertyName}'. Provided fields will be overwritten.,true,true,true,false
hubspot,Marketing/Campaigns Public Api/Rollouts/310984/2026-09/campaignsPublicApi.json,/marketing/campaigns/2026-09/{campaignGuid},PATCH,patch-/marketing/campaigns/2026-09/{campaignGuid},Update a campaign,Perform a partial update of a campaign identified by the specified ID. Provided property values will be overwritten. Read-only and non-existent properties will result in a 400 error. Property values can be cleared by passing an empty string. Note: The 'hs_goal' property is deprecated and will be ignored if provided.,true,true,true,false
hubspot,Marketing/Marketing Emails V3/Rollouts/155892/v3/marketingEmailsV3.json,/marketing/v3/emails/{emailId},PATCH,patch-/marketing/v3/emails/{emailId},Update a marketing email.,Change properties of a marketing email.,true,true,true,false
hubspot,Marketing/Marketing Emails/Rollouts/145892/v3/marketingEmails.json,/marketing/v3/emails/{emailId},PATCH,patch-/marketing/v3/emails/{emailId}_update,Update a marketing email,Change properties of a marketing email.,true,true,true,false
hubspot,Marketing/Marketing Emails V3/Rollouts/155892/v3/marketingEmailsV3.json,/marketing/v3/emails/{emailId}/draft,PATCH,patch-/marketing/v3/emails/{emailId}/draft,Create or update draft version,"Create or update the draft version of a marketing email. If no draft exists, the system creates a draft from the current “live” email then applies the request body to that draft. The draft version only lives on the buffer—the email is not cloned.",true,true,true,false
hubspot,Marketing/Marketing Events/Rollouts/129888/v3/marketingEvents.json,/marketing/v3/marketing-events/events/{externalEventId},PATCH,patch-/marketing/v3/marketing-events/events/{externalEventId}_update,Update Marketing Event by External IDs,"Updates the details of an existing Marketing Event identified by its externalAccountId, externalEventId if it exists.

Only Marketing Events created by the same app can be updated.",true,true,true,false
hubspot,Marketing/Marketing Events/Rollouts/129888/v3/marketingEvents.json,/marketing/v3/marketing-events/{objectId},PATCH,patch-/marketing/v3/marketing-events/{objectId}_updateByObjectId,Update Marketing Event by objectId,"Updates the details of an existing Marketing Event identified by its objectId, if it exists.",true,true,true,false
hubspot,CMS/Media Bridge/Rollouts/787/v1/mediaBridge.json,/media-bridge/v1/{appId}/properties/{objectType}/groups/{groupName},PATCH,patch-/media-bridge/v1/{appId}/properties/{objectType}/groups/{groupName},Update a property group,Update an existing property group by name.,true,true,true,false
hubspot,Scheduler/Meetings/Rollouts/327897/2027-03-beta/meetings.json,/scheduler/2027-03-beta/meetings/meeting-links/{meetingLinkSlug},PATCH,patch-/scheduler/2027-03-beta/meetings/meeting-links/{meetingLinkSlug}_/scheduler/2026-09-beta/meetings/meeting-links/{meetingLinkSlug},Update meeting link,Update the details of a specific meeting link using its unique slug. This operation allows you to modify the settings or metadata associated with a meeting link in your HubSpot account.,true,true,true,false
hubspot,Settings/Teams/Rollouts/325899/2026-09/teams.json,/settings/teams/2026-09/{teamId},PATCH,patch-/settings/teams/2026-09/{teamId},Update team,"Update the details of a specific team in your HubSpot account. This endpoint allows you to modify the team's information, such as its name or parent team ID. Ensure that the teamId provided in the path is correct, as it identifies the team to be updated.",true,true,true,false
hubspot,Settings/Multicurrency/Rollouts/145897/v3/multicurrency.json,/settings/v3/currencies/exchange-rates/{exchangeRateId},PATCH,patch-/settings/v3/currencies/exchange-rates/{exchangeRateId},Update a conversion rate,"Update an existing conversion rate, specified by its ID.",true,true,true,false
hubspot,Analytics/Reporting/Rollouts/327896/2027-03-beta/reporting.json,/analytics/reporting/2027-03-beta/dashboards/batch/archive,POST,post-/analytics/reporting/2027-03-beta/dashboards/batch/archive,Batch archive dashboards,"Archives one or more dashboards. Already-archived dashboards are silently ignored. The maximum batch size is 500.

If any of the requested items fail, the response code will be `207 Multi-Status` and the response will include details of individual failures.

Archived dashboards are purged after 90 days.",true,true,true,false
hubspot,Analytics/Reporting/Rollouts/327896/2027-03-beta/reporting.json,/analytics/reporting/2027-03-beta/reports/permissions/batch/update,POST,post-/analytics/reporting/2027-03-beta/reports/permissions/batch/update_/analytics/reporting/2027-03-beta/reports/permissions/batch/update,Batch update report permissions,"Updates the permissions for one or more reports. The maximum batch size is 500.

If any of the requested items fail, the response code will be `207 Multi-Status` and the response will include details of individual failures.

Note that reports on any dashboards cannot have their permissions updated; they inherit the dashboards' permissions. Attempting to update them will result in an error.",true,true,true,false
hubspot,Automation/Actions V4/Rollouts/148901/v4/actionsV4.json,/automation/v4/actions/callbacks/complete,POST,post-/automation/v4/actions/callbacks/complete_completeBatch,Complete a batch of callbacks,Complete a batch of blocked action executions.,true,true,true,false
hubspot,Automation/Automation V4/Rollouts/144908/v4/automationV4.json,/automation/v4/flows,POST,post-/automation/v4/flows,Create a workflow,Create a new automation flow by providing the necessary details in the request body.,true,true,true,false
hubspot,CMS/Blog Settings/Rollouts/635/v3/blogSettings.json,/cms/v3/blog-settings/settings/multi-language/attach-to-lang-group,POST,post-/cms/v3/blog-settings/settings/multi-language/attach-to-lang-group,Add a blog to a multi-language group,Attach a blog to a multi-language group.,true,true,true,false
hubspot,CMS/Posts/Rollouts/635/v3/posts.json,/cms/v3/blogs/posts/{objectId}/revisions/{revisionId}/restore-to-draft,POST,post-/cms/v3/blogs/posts/{objectId}/revisions/{revisionId}/restore-to-draft_restorePreviousVersionToDraft,Restore a draft to a previous version,"Takes a specified version of a blog post, sets it as the new draft version of the blog post.",true,true,true,false
hubspot,CMS/Tags/Rollouts/635/v3/tags.json,/cms/v3/blogs/tags/multi-language/detach-from-lang-group,POST,post-/cms/v3/blogs/tags/multi-language/detach-from-lang-group_detachFromLangGroup,Detach a Blog Tag from a multi-language group,Detach a Blog Tag from a multi-language group.,true,true,true,false
hubspot,CMS/Hubdb/Rollouts/243927/v3/hubdb.json,/cms/v3/hubdb/tables/{tableIdOrName}/rows/draft/batch/clone,POST,post-/cms/v3/hubdb/tables/{tableIdOrName}/rows/draft/batch/clone_cloneDraftTableRows,Clone rows in batch,"Clones rows in the draft version of the specified table, given a set of row ids. Maximum of 100 row ids per call.",true,true,true,false
hubspot,CMS/Hubdb/Rollouts/243927/v3/hubdb.json,/cms/v3/hubdb/tables/{tableIdOrName}/rows/draft/batch/replace,POST,post-/cms/v3/hubdb/tables/{tableIdOrName}/rows/draft/batch/replace_replaceDraftTableRows,Replace rows in batch in draft table,"Replaces multiple rows as a batch in the draft version of the table, with a maximum of 100 rows per call. See the endpoint `PUT /tables/{tableIdOrName}/rows/{rowId}/draft` for details on updating a single row.",true,true,true,false
hubspot,CMS/Hubdb/Rollouts/243927/v3/hubdb.json,/cms/v3/hubdb/tables/{tableIdOrName}/rows/{rowId}/draft/clone,POST,post-/cms/v3/hubdb/tables/{tableIdOrName}/rows/{rowId}/draft/clone_cloneDraftTableRow,Clone a row,Clones a single row in the draft version of a table.,true,true,true,false
hubspot,CMS/Pages/Rollouts/59888/v3/pages.json,/cms/v3/pages/landing-pages/batch/read,POST,post-/cms/v3/pages/landing-pages/batch/read_readBatch,Retrieve landing pages,Retrieve a batch of landing pages as specified in the request body.,true,true,true,false
hubspot,CMS/Pages/Rollouts/59888/v3/pages.json,/cms/v3/pages/landing-pages/batch/update,POST,post-/cms/v3/pages/landing-pages/batch/update_updateBatch,Update landing pages,Update a batch of landing pages as specified in the request body.,true,true,true,false
hubspot,CMS/Pages/Rollouts/59888/v3/pages.json,/cms/v3/pages/landing-pages/clone,POST,post-/cms/v3/pages/landing-pages/clone_clone,Clone a landing page,Create a copy of an existing landing page.,true,true,true,false
hubspot,CMS/Pages/Rollouts/59888/v3/pages.json,/cms/v3/pages/landing-pages/{objectId}/draft/reset,POST,post-/cms/v3/pages/landing-pages/{objectId}/draft/reset_resetDraft,Reset a landing page draft,Discards any edits and resets the draft to match the live version.,true,true,true,false
hubspot,CMS/Pages/Rollouts/59888/v3/pages.json,/cms/v3/pages/site-pages/multi-language/create-language-variation,POST,post-/cms/v3/pages/site-pages/multi-language/create-language-variation_createLangVariation,Create a new language variation,Create a new language variation from an existing site page,true,true,true,false
hubspot,CMS/Pages/Rollouts/59888/v3/pages.json,/cms/v3/pages/site-pages/{objectId}/revisions/{revisionId}/restore,POST,post-/cms/v3/pages/site-pages/{objectId}/revisions/{revisionId}/restore_restorePreviousVersion,Restore a previous version of a website page,"Restores a website page to a previous version, specified by page ID and version ID.",true,true,true,false
hubspot,CMS/Source Code/Rollouts/140886/v3/sourceCode.json,/cms/v3/source-code/extract/async,POST,post-/cms/v3/source-code/extract/async_doAsync,Extract a zip file,Extract a zip file in the developer file system. Extraction status can be checked with the `/extract/async/tasks/taskId/status` endpoint below.,true,true,true,false
hubspot,Conversations/Custom Channels/Rollouts/160898/v3/customChannels.json,/conversations/v3/custom-channels/{channelId}/messages,POST,post-/conversations/v3/custom-channels/{channelId}/messages,Publish a message,Publish a message over your custom channel,true,true,true,false
hubspot,CRM/Schemas/Rollouts/145900/v3/schemas.json,/crm-object-schemas/v3/schemas/{objectType}/associations,POST,post-/crm-object-schemas/v3/schemas/{objectType}/associations_createAssociation,Create an association for a specified object type.,"Create a new association between the specified object type and another object type. This operation requires the definition of the association attributes, such as the primary and target object type IDs.",true,true,true,false
hubspot,CRM/Lists/Rollouts/327894/2026-09/lists.json,/crm/lists/2026-09/records/memberships/batch/read,POST,post-/crm/lists/2026-09/records/memberships/batch/read,Batch read memberships,"Retrieve batch membership information for records within specified lists. This endpoint is useful for obtaining membership details in bulk, allowing for efficient data retrieval when dealing with multiple records.",true,true,true,false
hubspot,CRM/Lists/Rollouts/327894/2026-09/lists.json,/crm/lists/2026-09/search,POST,post-/crm/lists/2026-09/search,Search Lists,"Search for lists within your HubSpot account using various criteria. This endpoint allows you to filter and retrieve lists based on specific search parameters, making it easier to manage and organize your lists effectively.",true,true,true,false
hubspot,Test/At Debug/Rollouts/321895/2026-09-beta/atDebug.json,/crm/objects/2026-09-beta/{objectType},POST,post-/crm/objects/2026-09-beta/{objectType}_/crm/objects/2026-09-beta/{objectType},Create,"Create a CRM object with the given properties and return a copy of the object, including the ID. Documentation and examples for creating standard objects is provided.",true,true,true,false
hubspot,Test/At Debug/Rollouts/321895/2026-09-beta/atDebug.json,/crm/objects/2026-09-beta/{objectType}/batch/upsert,POST,post-/crm/objects/2026-09-beta/{objectType}/batch/upsert_/crm/objects/2026-09-beta/{objectType}/batch/upsert,Create or update a batch of objects by unique property values,,true,false,true,false
hubspot,Test/At Debug/Rollouts/321895/2026-09-beta/atDebug.json,/crm/objects/2026-09-beta/{objectType}/search,POST,post-/crm/objects/2026-09-beta/{objectType}/search_/crm/objects/2026-09-beta/{objectType}/search,,,false,false,true,false
hubspot,CRM/Projects/Rollouts/321895/2026-09/projects.json,/crm/objects/2026-09/projects/batch/archive,POST,post-/crm/objects/2026-09/projects/batch/archive_/crm/objects/2026-09-beta/{objectType}/batch/archive,Batch archive objects,"Archive a batch of CRM objects by their IDs. This operation moves the specified objects to the recycling bin, effectively archiving them. Use this endpoint to manage large sets of objects that need to be archived simultaneously.",true,true,true,false
hubspot,CRM/Appointments/Rollouts/424/v3/appointments.json,/crm/objects/v3/{objectType}/gdpr-delete,POST,post-/crm/objects/v3/{objectType}/gdpr-delete_/crm/objects/v3/{objectType}/gdpr-delete,GDPR-delete an object,Fully purge an object type and any GDPR related data,true,true,true,false
hubspot,CRM/Calling Extensions/Rollouts/145891/v3/callingExtensions.json,/crm/v3/extensions/calling/recordings/ready,POST,post-/crm/v3/extensions/calling/recordings/ready_markAsReady,Mark a call recording as ready for retrieval.,This endpoint is used to mark a call recording as ready. It requires the engagementId to identify the specific recording.,true,true,true,false
hubspot,CRM/Imports/Rollouts/144903/v3/imports.json,/crm/v3/imports,POST,post-/crm/v3/imports_/crm/v3/imports,,,false,false,true,false
hubspot,CRM/Deals/Rollouts/424/v3/deals.json,/crm/v3/objects/0-3/batch/read,POST,post-/crm/v3/objects/0-3/batch/read_read,"Read a batch of deals by internal ID, or unique property values",Retrieve records by record ID or include the `idProperty` parameter to retrieve records by a custom unique value property.,true,true,true,false
hubspot,CRM/Listings/Rollouts/424/v3/listings.json,/crm/v3/objects/0-420/batch/upsert,POST,post-/crm/v3/objects/0-420/batch/upsert,Create or update a batch of listings by unique property values,Create or update records identified by a unique property value as specified by the `idProperty` query param. `idProperty` query param refers to a property whose values are unique for the object.,true,true,true,false
hubspot,CRM/Bucket_Test111/Rollouts/424/v3/buckettest111.json,/crm/v3/objects/bucket_test111s/batch/create,POST,post-/crm/v3/objects/bucket_test111s/batch/create,Create a batch of bucket_test111s,,true,false,true,false
hubspot,CRM/Calls/Rollouts/424/v3/calls.json,/crm/v3/objects/calls,POST,post-/crm/v3/objects/calls_create,Create,"Create a call with the given properties and return a copy of the object, including the ID. Documentation and examples for creating standard calls is provided.",true,true,true,false
hubspot,CRM/Commerce Payments/Rollouts/424/v3/commercePayments.json,/crm/v3/objects/commerce_payments/batch/upsert,POST,post-/crm/v3/objects/commerce_payments/batch/upsert,Create or update a batch of commerce payments by unique property values,Create or update records identified by a unique property value as specified by the `idProperty` query param. `idProperty` query param refers to a property whose values are unique for the object.,true,true,true,false
hubspot,CRM/Communications/Rollouts/424/v3/communications.json,/crm/v3/objects/communications/batch/archive,POST,post-/crm/v3/objects/communications/batch/archive_archive,Archive a batch of communications by ID,Delete a batch of messages by ID. A deleted message can be restored within 90 days of being deleted. Learn more about [restoring activity records](https://knowledge.hubspot.com/records/restore-deleted-activity-in-a-record).,true,true,true,false
hubspot,CRM/Communications/Rollouts/424/v3/communications.json,/crm/v3/objects/communications/batch/create,POST,post-/crm/v3/objects/communications/batch/create_create,Create a batch of communications,"Create a batch of messages. The `inputs` array can contain a `properties` object to define property values for each message, along with an `associations` array to define [associations](https://developers.hubspot.com/docs/guides/api/crm/associations/associations-v4) with other CRM records.",true,true,true,false
hubspot,CRM/Companies/Rollouts/424/v3/companies.json,/crm/v3/objects/companies,POST,post-/crm/v3/objects/companies_create,Create a company,"Create a single company. Include a `properties` object to define [property values](https://developers.hubspot.com/docs/guides/api/crm/properties) for the company, along with an `associations` array to define [associations](https://developers.hubspot.com/docs/guides/api/crm/associations/associations-v4) with other CRM records.",true,true,true,false
hubspot,CRM/Companies/Rollouts/424/v3/companies.json,/crm/v3/objects/companies/batch/archive,POST,post-/crm/v3/objects/companies/batch/archive_archive,Archive a batch of companies,Delete a batch of companies by ID. Deleted companies can be restored within 90 days of deletion. Learn more about [restoring records](https://knowledge.hubspot.com/records/restore-deleted-records).,true,true,true,false
hubspot,CRM/Companies/Rollouts/424/v3/companies.json,/crm/v3/objects/companies/batch/create,POST,post-/crm/v3/objects/companies/batch/create_create,Create a batch of companies,"Create a batch of companies. The `inputs` array can contain a `properties` object to define property values for each company, along with an `associations` array to define [associations](https://developers.hubspot.com/docs/guides/api/crm/associations/associations-v4) with other CRM records.",true,true,true,false
hubspot,CRM/Companies/Rollouts/424/v3/companies.json,/crm/v3/objects/companies/batch/read,POST,post-/crm/v3/objects/companies/batch/read_read,Retrieve a batch of companies,Retrieve a batch of companies by ID (`companyId`) or by a unique property (`idProperty`). You can specify what is returned using the `properties` query parameter.,true,true,true,false
hubspot,CRM/Discounts/Rollouts/424/v3/discounts.json,/crm/v3/objects/discounts/batch/upsert,POST,post-/crm/v3/objects/discounts/batch/upsert,Create or update a batch of discounts by unique property values,Create or update records identified by a unique property value as specified by the `idProperty` query param. `idProperty` query param refers to a property whose values are unique for the object.,true,true,true,false
hubspot,CRM/Goal Targets/Rollouts/424/v3/goalTargets.json,/crm/v3/objects/goal_targets/batch/upsert,POST,post-/crm/v3/objects/goal_targets/batch/upsert_upsert,Create or update a batch of goal targets by unique property values,Create or update records identified by a unique property value as specified by the `idProperty` query param. `idProperty` query param refers to a property whose values are unique for the object.,true,true,true,false
hubspot,CRM/Invoices/Rollouts/424/v3/invoices.json,/crm/v3/objects/invoices/batch/create,POST,post-/crm/v3/objects/invoices/batch/create_create,Create a batch of invoices,"Create multiple invoices at once by providing a batch of invoice data, and receive a response with details of the created invoices, including their IDs.",true,true,true,false
hubspot,CRM/Orders/Rollouts/424/v3/orders.json,/crm/v3/objects/orders,POST,post-/crm/v3/objects/orders,Create,"Create a order with the given properties and return a copy of the object, including the ID. Documentation and examples for creating standard orders is provided.",true,true,true,false
hubspot,CRM/Postal Mail/Rollouts/424/v3/postalMail.json,/crm/v3/objects/postal_mail,POST,post-/crm/v3/objects/postal_mail_create,,,false,false,true,false
hubspot,CRM/Postal Mail/Rollouts/424/v3/postalMail.json,/crm/v3/objects/postal_mail/batch/create,POST,post-/crm/v3/objects/postal_mail/batch/create_create,,,false,false,true,false
hubspot,CRM/Postal Mail/Rollouts/424/v3/postalMail.json,/crm/v3/objects/postal_mail/search,POST,post-/crm/v3/objects/postal_mail/search_doSearch,,,false,false,true,false
hubspot,CRM/Products/Rollouts/424/v3/products.json,/crm/v3/objects/products/search,POST,post-/crm/v3/objects/products/search_doSearch,Search for products using specified criteria.,"Execute a search for products based on defined filters, properties, and sorting options. This endpoint allows for detailed querying of product data within the CRM, enabling users to retrieve specific product information by applying multiple filter groups and sorting criteria.",true,true,true,false
hubspot,CRM/Commerce Subscriptions/Rollouts/424/v3/commerceSubscriptions.json,/crm/v3/objects/subscriptions/batch/read,POST,post-/crm/v3/objects/subscriptions/batch/read,"Read a batch of subscriptions by internal ID, or unique property values",Retrieve records by record ID or include the `idProperty` parameter to retrieve records by a custom unique value property.,true,true,true,false
hubspot,CRM/Tasks/Rollouts/424/v3/tasks.json,/crm/v3/objects/tasks/batch/update,POST,post-/crm/v3/objects/tasks/batch/update_update,"Update a batch of tasks by internal ID, or unique property values","Update multiple tasks in a single request using their internal IDs or unique property values. This operation allows you to modify the properties of each task in the batch, ensuring efficient management of task data.",true,true,true,false
hubspot,CRM/Tickets/Rollouts/424/v3/tickets.json,/crm/v3/objects/tickets,POST,post-/crm/v3/objects/tickets_create,Create,"Create a ticket with the given properties and return a copy of the object, including the ID. Documentation and examples for creating standard tickets is provided.",true,true,true,false
hubspot,CRM/Tickets/Rollouts/424/v3/tickets.json,/crm/v3/objects/tickets/batch/upsert,POST,post-/crm/v3/objects/tickets/batch/upsert_upsert,Create or update a batch of tickets by unique property values,Create or update records identified by a unique property value as specified by the `idProperty` query param. `idProperty` query param refers to a property whose values are unique for the object.,true,true,true,false
hubspot,CRM/Associations/Rollouts/50914/v4/associations.json,/crm/v4/associations/{fromObjectType}/{toObjectType}/batch/associate/default,POST,post-/crm/v4/associations/{fromObjectType}/{toObjectType}/batch/associate/default,Create Default Associations,Create the default (most generic) association type between two object types,true,true,true,false
hubspot,CRM/Associations/Rollouts/50914/v4/associations.json,/crm/v4/associations/{fromObjectType}/{toObjectType}/batch/read,POST,post-/crm/v4/associations/{fromObjectType}/{toObjectType}/batch/read,Read,Batch read associations for objects to specific object type. The 'after' field in a returned paging object  can be added alongside the 'id' to retrieve the next page of associations from that objectId. The 'link' field is deprecated and should be ignored.,true,true,true,false
hubspot,CRM/Associations Schema/Rollouts/50914/v4/associationsSchema.json,/crm/v4/associations/{fromObjectType}/{toObjectType}/labels,POST,post-/crm/v4/associations/{fromObjectType}/{toObjectType}/labels,Create,Create a user defined association definition,true,true,true,false
