row_id,provider,method,path,operationId,truth,confidence,predicted,step,rule,source,matched,verdict
e0208,okta,GET,/api/v1/brands/{brandId}/templates/email/{templateName}/customizations/{customizationId},getEmailCustomization,r,high,r,1,method,floor,,exact
e0209,okta,PUT,/api/v1/brands/{brandId}/templates/email/{templateName}/customizations/{customizationId},replaceEmailCustomization,w,high,w,2,method-floor,floor,,exact
e0210,okta,DELETE,/api/v1/brands/{brandId}/templates/email/{templateName}/customizations/{customizationId},deleteEmailCustomization,w,high,w,2,method-floor,floor,,exact
e0211,okta,GET,/api/v1/brands/{brandId}/templates/email/{templateName}/customizations/{customizationId}/preview,getCustomizationPreview,r,high,r,1,method,floor,,exact
e0212,okta,GET,/api/v1/brands/{brandId}/templates/email/{templateName}/default-content,getEmailDefaultContent,r,high,r,1,method,floor,,exact
e0213,okta,GET,/api/v1/brands/{brandId}/templates/email/{templateName}/default-content/preview,getEmailDefaultPreview,r,high,r,1,method,floor,,exact
e0214,okta,GET,/api/v1/brands/{brandId}/templates/email/{templateName}/settings,getEmailSettings,r,high,r,1,method,floor,,exact
e0215,okta,PUT,/api/v1/brands/{brandId}/templates/email/{templateName}/settings,replaceEmailSettings,w,high,w,2,method-floor,floor,,exact
e0216,okta,POST,/api/v1/brands/{brandId}/templates/email/{templateName}/test,sendTestEmail,x,high,x,3,floor-post,floor,,exact
e0217,okta,GET,/api/v1/brands/{brandId}/themes,listBrandThemes,r,high,r,1,method,floor,,exact
e0218,okta,GET,/api/v1/brands/{brandId}/themes/{themeId},getBrandTheme,r,high,r,1,method,floor,,exact
e0219,okta,PUT,/api/v1/brands/{brandId}/themes/{themeId},replaceBrandTheme,w,high,w,2,method-floor,floor,,exact
e0220,okta,POST,/api/v1/brands/{brandId}/themes/{themeId}/background-image,uploadBrandThemeBackgroundImage,x,low,x,3,floor-post,floor,,exact
e0221,okta,DELETE,/api/v1/brands/{brandId}/themes/{themeId}/background-image,deleteBrandThemeBackgroundImage,w,high,w,2,method-floor,floor,,exact
e0222,okta,POST,/api/v1/brands/{brandId}/themes/{themeId}/favicon,uploadBrandThemeFavicon,x,low,x,3,floor-post,floor,,exact
e0223,okta,DELETE,/api/v1/brands/{brandId}/themes/{themeId}/favicon,deleteBrandThemeFavicon,w,high,w,2,method-floor,floor,,exact
e0224,okta,POST,/api/v1/brands/{brandId}/themes/{themeId}/logo,uploadBrandThemeLogo,x,low,x,3,floor-post,floor,,exact
e0225,okta,DELETE,/api/v1/brands/{brandId}/themes/{themeId}/logo,deleteBrandThemeLogo,w,high,w,2,method-floor,floor,,exact
e0226,okta,GET,/api/v1/brands/{brandId}/well-known-uris,getAllWellKnownURIs,r,high,r,1,method,floor,,exact
e0227,okta,GET,/api/v1/brands/{brandId}/well-known-uris/{path},getRootBrandWellKnownURI,r,high,r,1,method,floor,,exact
e0228,okta,GET,/api/v1/brands/{brandId}/well-known-uris/{path}/customized,getBrandWellKnownURI,r,high,r,1,method,floor,,exact
e0229,okta,PUT,/api/v1/brands/{brandId}/well-known-uris/{path}/customized,replaceBrandWellKnownURI,w,low,w,2,method-floor,floor,,exact
e0230,okta,GET,/api/v1/captchas,listCaptchaInstances,r,high,r,1,method,floor,,exact
e0231,okta,POST,/api/v1/captchas,createCaptchaInstance,x,high,x,3,floor-post,floor,,exact
e0232,okta,GET,/api/v1/captchas/{captchaId},getCaptchaInstance,r,high,r,1,method,floor,,exact
e0233,okta,PUT,/api/v1/captchas/{captchaId},replaceCaptchaInstance,w,high,w,2,method-floor,floor,,exact
e0234,okta,POST,/api/v1/captchas/{captchaId},updateCaptchaInstance,w,high,w,2,modify-verb,list,update,exact
e0235,okta,DELETE,/api/v1/captchas/{captchaId},deleteCaptchaInstance,w,high,w,2,method-floor,floor,,exact
e0236,okta,GET,/api/v1/device-assurances,listDeviceAssurancePolicies,r,high,r,1,method,floor,,exact
e0237,okta,POST,/api/v1/device-assurances,createDeviceAssurancePolicy,x,high,x,3,floor-post,floor,,exact
e0238,okta,GET,/api/v1/device-assurances/{deviceAssuranceId},getDeviceAssurancePolicy,r,high,r,1,method,floor,,exact
e0239,okta,PUT,/api/v1/device-assurances/{deviceAssuranceId},replaceDeviceAssurancePolicy,x,low,w,2,method-floor,floor,,leak
e0240,okta,DELETE,/api/v1/device-assurances/{deviceAssuranceId},deleteDeviceAssurancePolicy,w,low,w,2,method-floor,floor,,exact
e0241,okta,GET,/api/v1/device-integrations,listDeviceIntegrations,r,high,r,1,method,floor,,exact
e0242,okta,GET,/api/v1/device-integrations/{deviceIntegrationId},getDeviceIntegration,r,high,r,1,method,floor,,exact
e0243,okta,POST,/api/v1/device-integrations/{deviceIntegrationId}/lifecycle/activate,activateDeviceIntegration,w,high,w,2,modify-verb,list,activate,exact
e0244,okta,POST,/api/v1/device-integrations/{deviceIntegrationId}/lifecycle/deactivate,deactivateDeviceIntegration,w,high,w,2,modify-verb,list,deactivate,exact
e0245,okta,GET,/api/v1/device-posture-checks,listDevicePostureChecks,r,high,r,1,method,floor,,exact
e0246,okta,POST,/api/v1/device-posture-checks,createDevicePostureCheck,x,high,x,3,floor-post,floor,,exact
e0247,okta,GET,/api/v1/device-posture-checks/default,listDefaultDevicePostureChecks,r,high,r,1,method,floor,,exact
e0248,okta,GET,/api/v1/device-posture-checks/{postureCheckId},getDevicePostureCheck,r,high,r,1,method,floor,,exact
e0249,okta,PUT,/api/v1/device-posture-checks/{postureCheckId},replaceDevicePostureCheck,w,high,w,2,method-floor,floor,,exact
e0250,okta,DELETE,/api/v1/device-posture-checks/{postureCheckId},deleteDevicePostureCheck,w,high,w,2,method-floor,floor,,exact
e0251,okta,GET,/api/v1/devices,listDevices,r,high,r,1,method,floor,,exact
e0252,okta,GET,/api/v1/devices/{deviceId},getDevice,r,high,r,1,method,floor,,exact
e0253,okta,DELETE,/api/v1/devices/{deviceId},deleteDevice,w,high,w,2,method-floor,floor,,exact
e0254,okta,POST,/api/v1/devices/{deviceId}/lifecycle/activate,activateDevice,w,high,w,2,modify-verb,list,activate,exact
e0255,okta,POST,/api/v1/devices/{deviceId}/lifecycle/deactivate,deactivateDevice,x,low,w,2,modify-verb,list,deactivate,leak
e0256,okta,POST,/api/v1/devices/{deviceId}/lifecycle/suspend,suspendDevice,w,low,w,2,modify-verb,list,suspend,exact
e0257,okta,POST,/api/v1/devices/{deviceId}/lifecycle/unsuspend,unsuspendDevice,w,low,x,3,floor-post,floor,,over-tight
e0258,okta,GET,/api/v1/devices/{deviceId}/os-accounts,listDeviceOSAccounts,r,high,r,1,method,floor,,exact
e0259,okta,GET,/api/v1/devices/{deviceId}/os-accounts/{osAccountId},getDeviceOSAccount,r,high,r,1,method,floor,,exact
e0260,okta,GET,/api/v1/devices/{deviceId}/users,listDeviceUsers,r,high,r,1,method,floor,,exact
e0261,okta,POST,/api/v1/directories/{appInstanceId}/groups/modify,updateGroupMembership,x,high,w,2,modify-verb,list,update,leak
e0262,okta,POST,/api/v1/directories/{appInstanceId}/groups/{groupId}/query,submitGroupAttributeQuery,x,low,x,3,floor-post,floor,,exact
e0263,okta,GET,/api/v1/directories/{appInstanceId}/groups/{groupId}/query/{resultId},getGroupAttributeQueryResult,r,high,r,1,method,floor,,exact
e0264,okta,GET,/api/v1/domains,listCustomDomains,r,high,r,1,method,floor,,exact
e0265,okta,POST,/api/v1/domains,createCustomDomain,x,high,x,3,floor-post,floor,,exact
e0266,okta,GET,/api/v1/domains/{domainId},getCustomDomain,r,high,r,1,method,floor,,exact
e0267,okta,PUT,/api/v1/domains/{domainId},replaceCustomDomain,w,high,w,2,method-floor,floor,,exact
e0268,okta,DELETE,/api/v1/domains/{domainId},deleteCustomDomain,w,high,w,2,method-floor,floor,,exact
e0269,okta,PUT,/api/v1/domains/{domainId}/certificate,upsertCertificate,w,high,w,2,method-floor,floor,,exact
e0270,okta,POST,/api/v1/domains/{domainId}/verify,verifyDomain,x,high,x,3,floor-post,floor,,exact
e0271,okta,POST,/api/v1/dr/failback,startOrgFailback,x,high,x,3,floor-post,floor,,exact
e0272,okta,POST,/api/v1/dr/failover,startOrgFailover,x,high,x,3,floor-post,floor,,exact
e0273,okta,GET,/api/v1/dr/status,getDRStatus,r,high,r,1,method,floor,,exact
e0274,okta,GET,/api/v1/dr/status/{domain},getDRStatusForDomain,r,high,r,1,method,floor,,exact
e0275,okta,GET,/api/v1/email-domains,listEmailDomains,r,high,r,1,method,floor,,exact
e0276,okta,POST,/api/v1/email-domains,createEmailDomain,x,high,x,3,floor-post,floor,,exact
e0277,okta,GET,/api/v1/email-domains/{emailDomainId},getEmailDomain,r,high,r,1,method,floor,,exact
e0278,okta,PUT,/api/v1/email-domains/{emailDomainId},replaceEmailDomain,w,high,w,2,method-floor,floor,,exact
e0279,okta,DELETE,/api/v1/email-domains/{emailDomainId},deleteEmailDomain,w,high,w,2,method-floor,floor,,exact
e0280,okta,POST,/api/v1/email-domains/{emailDomainId}/verify,verifyEmailDomain,w,low,x,3,floor-post,floor,,over-tight
e0281,okta,GET,/api/v1/email-servers,listEmailServers,r,high,r,1,method,floor,,exact
e0282,okta,POST,/api/v1/email-servers,createEmailServer,x,high,x,3,floor-post,floor,,exact
e0283,okta,GET,/api/v1/email-servers/{emailServerId},getEmailServer,r,high,r,1,method,floor,,exact
e0284,okta,DELETE,/api/v1/email-servers/{emailServerId},deleteEmailServer,w,high,w,2,method-floor,floor,,exact
e0285,okta,PATCH,/api/v1/email-servers/{emailServerId},updateEmailServer,w,high,w,2,method-floor,floor,,exact
e0286,okta,POST,/api/v1/email-servers/{emailServerId}/test,testEmailServer,r,low,x,3,floor-post,floor,,over-tight
e0287,okta,GET,/api/v1/eventHooks,listEventHooks,r,high,r,1,method,floor,,exact
e0288,okta,POST,/api/v1/eventHooks,createEventHook,x,high,x,3,floor-post,floor,,exact
e0289,okta,GET,/api/v1/eventHooks/{eventHookId},getEventHook,r,high,r,1,method,floor,,exact
e0290,okta,PUT,/api/v1/eventHooks/{eventHookId},replaceEventHook,w,high,w,2,method-floor,floor,,exact
e0291,okta,DELETE,/api/v1/eventHooks/{eventHookId},deleteEventHook,w,high,w,2,method-floor,floor,,exact
e0292,okta,POST,/api/v1/eventHooks/{eventHookId}/lifecycle/activate,activateEventHook,w,high,w,2,modify-verb,list,activate,exact
e0293,okta,POST,/api/v1/eventHooks/{eventHookId}/lifecycle/deactivate,deactivateEventHook,w,high,w,2,modify-verb,list,deactivate,exact
e0294,okta,POST,/api/v1/eventHooks/{eventHookId}/lifecycle/verify,verifyEventHook,x,low,x,3,floor-post,floor,,exact
e0295,okta,GET,/api/v1/features,listFeatures,r,high,r,1,method,floor,,exact
e0296,okta,GET,/api/v1/features/{featureId},getFeature,r,high,r,1,method,floor,,exact
e0297,okta,GET,/api/v1/features/{featureId}/dependencies,listFeatureDependencies,r,high,r,1,method,floor,,exact
e0298,okta,GET,/api/v1/features/{featureId}/dependents,listFeatureDependents,r,high,r,1,method,floor,,exact
e0299,okta,POST,/api/v1/features/{featureId}/{lifecycle},updateFeatureLifecycle,w,high,w,2,modify-verb,list,update,exact
e0300,okta,GET,/api/v1/first-party-app-settings/{appName},getFirstPartyAppSettings,r,high,r,1,method,floor,,exact
e0301,okta,PUT,/api/v1/first-party-app-settings/{appName},replaceFirstPartyAppSettings,w,high,w,2,method-floor,floor,,exact
e0302,okta,GET,/api/v1/groups,listGroups,r,high,r,1,method,floor,,exact
e0303,okta,POST,/api/v1/groups,addGroup,x,high,x,3,floor-post,floor,,exact
e0304,okta,GET,/api/v1/groups/rules,listGroupRules,r,high,r,1,method,floor,,exact
e0305,okta,POST,/api/v1/groups/rules,createGroupRule,x,high,x,3,floor-post,floor,,exact
e0306,okta,GET,/api/v1/groups/rules/{groupRuleId},getGroupRule,r,high,r,1,method,floor,,exact
e0307,okta,PUT,/api/v1/groups/rules/{groupRuleId},replaceGroupRule,w,low,w,2,method-floor,floor,,exact
e0308,okta,DELETE,/api/v1/groups/rules/{groupRuleId},deleteGroupRule,w,high,w,2,method-floor,floor,,exact
e0309,okta,POST,/api/v1/groups/rules/{groupRuleId}/lifecycle/activate,activateGroupRule,w,low,w,2,modify-verb,list,activate,exact
e0310,okta,POST,/api/v1/groups/rules/{groupRuleId}/lifecycle/deactivate,deactivateGroupRule,w,high,w,2,modify-verb,list,deactivate,exact
e0311,okta,GET,/api/v1/groups/{groupId},getGroup,r,high,r,1,method,floor,,exact
e0312,okta,PUT,/api/v1/groups/{groupId},replaceGroup,w,high,w,2,method-floor,floor,,exact
e0313,okta,DELETE,/api/v1/groups/{groupId},deleteGroup,w,high,w,2,method-floor,floor,,exact
e0314,okta,GET,/api/v1/groups/{groupId}/apps,listAssignedApplicationsForGroup,r,high,r,1,method,floor,,exact
e0315,okta,GET,/api/v1/groups/{groupId}/owners,listGroupOwners,r,high,r,1,method,floor,,exact
e0316,okta,POST,/api/v1/groups/{groupId}/owners,assignGroupOwner,x,high,x,3,floor-post,floor,,exact
e0317,okta,DELETE,/api/v1/groups/{groupId}/owners/{ownerId},deleteGroupOwner,x,high,w,2,method-floor,floor,,leak
e0318,okta,GET,/api/v1/groups/{groupId}/roles,listGroupAssignedRoles,r,high,r,1,method,floor,,exact
e0319,okta,POST,/api/v1/groups/{groupId}/roles,assignRoleToGroup,x,high,x,3,floor-post,floor,,exact
e0320,okta,GET,/api/v1/groups/{groupId}/roles/{roleAssignmentId},getGroupAssignedRole,r,high,r,1,method,floor,,exact
e0321,okta,DELETE,/api/v1/groups/{groupId}/roles/{roleAssignmentId},unassignRoleFromGroup,x,high,w,2,method-floor,floor,,leak
e0322,okta,GET,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/catalog/apps,listApplicationTargetsForApplicationAdministratorRoleForGroup,r,high,r,1,method,floor,,exact
e0323,okta,PUT,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName},assignAppTargetToAdminRoleForGroup,x,high,w,2,method-floor,floor,,leak
e0324,okta,DELETE,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName},unassignAppTargetToAdminRoleForGroup,x,high,w,2,method-floor,floor,,leak
e0325,okta,PUT,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName}/{appId},assignAppInstanceTargetToAppAdminRoleForGroup,x,high,w,2,method-floor,floor,,leak
e0326,okta,DELETE,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/catalog/apps/{appName}/{appId},unassignAppInstanceTargetToAppAdminRoleForGroup,x,high,w,2,method-floor,floor,,leak
e0327,okta,GET,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/groups,listGroupTargetsForGroupRole,r,high,r,1,method,floor,,exact
e0328,okta,PUT,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/groups/{targetGroupId},assignGroupTargetToGroupAdminRole,x,high,w,2,method-floor,floor,,leak
e0329,okta,DELETE,/api/v1/groups/{groupId}/roles/{roleAssignmentId}/targets/groups/{targetGroupId},unassignGroupTargetFromGroupAdminRole,x,high,w,2,method-floor,floor,,leak
e0330,okta,GET,/api/v1/groups/{groupId}/users,listGroupUsers,r,high,r,1,method,floor,,exact
e0331,okta,PUT,/api/v1/groups/{groupId}/users/{userId},assignUserToGroup,x,high,w,2,method-floor,floor,,leak
e0332,okta,DELETE,/api/v1/groups/{groupId}/users/{userId},unassignUserFromGroup,x,high,w,2,method-floor,floor,,leak
e0333,okta,GET,/api/v1/hook-keys,listHookKeys,r,high,r,1,method,floor,,exact
e0334,okta,POST,/api/v1/hook-keys,createHookKey,x,high,x,3,floor-post,floor,,exact
e0335,okta,GET,/api/v1/hook-keys/public/{keyId},getPublicKey,r,high,r,1,method,floor,,exact
e0336,okta,GET,/api/v1/hook-keys/{id},getHookKey,r,high,r,1,method,floor,,exact
e0337,okta,PUT,/api/v1/hook-keys/{id},replaceHookKey,w,high,w,2,method-floor,floor,,exact
e0338,okta,DELETE,/api/v1/hook-keys/{id},deleteHookKey,w,high,w,2,method-floor,floor,,exact
e0339,okta,GET,/api/v1/iam/assignees/users,listUsersWithRoleAssignments,r,high,r,1,method,floor,,exact
e0340,okta,GET,/api/v1/iam/governance/bundles,listGovernanceBundles,r,high,r,1,method,floor,,exact
e0341,okta,POST,/api/v1/iam/governance/bundles,createGovernanceBundle,x,high,x,3,floor-post,floor,,exact
e0342,okta,GET,/api/v1/iam/governance/bundles/{bundleId},getGovernanceBundle,r,high,r,1,method,floor,,exact
e0343,okta,PUT,/api/v1/iam/governance/bundles/{bundleId},replaceGovernanceBundle,x,low,w,2,method-floor,floor,,leak
e0344,okta,DELETE,/api/v1/iam/governance/bundles/{bundleId},deleteGovernanceBundle,x,low,w,2,method-floor,floor,,leak
e0345,okta,GET,/api/v1/iam/governance/bundles/{bundleId}/entitlements,listBundleEntitlements,r,high,r,1,method,floor,,exact
e0346,okta,GET,/api/v1/iam/governance/bundles/{bundleId}/entitlements/{entitlementId}/values,listBundleEntitlementValues,r,high,r,1,method,floor,,exact
e0347,okta,GET,/api/v1/iam/governance/optIn,getOptInStatus,r,high,r,1,method,floor,,exact
e0348,okta,POST,/api/v1/iam/governance/optIn,optIn,w,low,x,3,floor-post,floor,,over-tight
e0349,okta,POST,/api/v1/iam/governance/optOut,optOut,w,low,x,3,floor-post,floor,,over-tight
e0350,okta,GET,/api/v1/iam/resource-sets,listResourceSets,r,high,r,1,method,floor,,exact
e0351,okta,POST,/api/v1/iam/resource-sets,createResourceSet,x,high,x,3,floor-post,floor,,exact
e0352,okta,GET,/api/v1/iam/resource-sets/{resourceSetIdOrLabel},getResourceSet,r,high,r,1,method,floor,,exact
e0353,okta,PUT,/api/v1/iam/resource-sets/{resourceSetIdOrLabel},replaceResourceSet,w,low,w,2,method-floor,floor,,exact
e0354,okta,DELETE,/api/v1/iam/resource-sets/{resourceSetIdOrLabel},deleteResourceSet,w,low,w,2,method-floor,floor,,exact
e0355,okta,GET,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings,listBindings,r,high,r,1,method,floor,,exact
e0356,okta,POST,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings,createResourceSetBinding,x,high,x,3,floor-post,floor,,exact
e0357,okta,GET,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel},getBinding,r,high,r,1,method,floor,,exact
e0358,okta,DELETE,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel},deleteBinding,x,low,w,2,method-floor,floor,,leak
e0359,okta,GET,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel}/members,listMembersOfBinding,r,high,r,1,method,floor,,exact
e0360,okta,PATCH,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel}/members,addMembersToBinding,x,high,w,2,method-floor,floor,,leak
e0361,okta,GET,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel}/members/{memberId},getMemberOfBinding,r,high,r,1,method,floor,,exact
e0362,okta,DELETE,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/bindings/{roleIdOrLabel}/members/{memberId},unassignMemberFromBinding,x,high,w,2,method-floor,floor,,leak
e0363,okta,GET,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources,listResourceSetResources,r,high,r,1,method,floor,,exact
e0364,okta,POST,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources,addResourceSetResource,x,high,x,3,floor-post,floor,,exact
e0365,okta,PATCH,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources,addResourceSetResources,x,low,w,2,method-floor,floor,,leak
e0366,okta,GET,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources/{resourceId},getResourceSetResource,r,high,r,1,method,floor,,exact
e0367,okta,PUT,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources/{resourceId},replaceResourceSetResource,x,low,w,2,method-floor,floor,,leak
e0368,okta,DELETE,/api/v1/iam/resource-sets/{resourceSetIdOrLabel}/resources/{resourceId},deleteResourceSetResource,w,low,w,2,method-floor,floor,,exact
e0369,okta,GET,/api/v1/iam/roles,listRoles,r,high,r,1,method,floor,,exact
e0370,okta,POST,/api/v1/iam/roles,createRole,x,high,x,3,floor-post,floor,,exact
e0371,okta,GET,/api/v1/iam/roles/{roleIdOrLabel},getRole,r,high,r,1,method,floor,,exact
e0372,okta,PUT,/api/v1/iam/roles/{roleIdOrLabel},replaceRole,w,high,w,2,method-floor,floor,,exact
e0373,okta,DELETE,/api/v1/iam/roles/{roleIdOrLabel},deleteRole,w,high,w,2,method-floor,floor,,exact
e0374,okta,GET,/api/v1/iam/roles/{roleIdOrLabel}/permissions,listRolePermissions,r,high,r,1,method,floor,,exact
e0375,okta,GET,/api/v1/iam/roles/{roleIdOrLabel}/permissions/{permissionType},getRolePermission,r,high,r,1,method,floor,,exact
e0376,okta,PUT,/api/v1/iam/roles/{roleIdOrLabel}/permissions/{permissionType},replaceRolePermission,x,high,x,3,raise-word,list,permission,exact
e0377,okta,POST,/api/v1/iam/roles/{roleIdOrLabel}/permissions/{permissionType},createRolePermission,x,high,x,3,floor-post,floor,,exact
e0378,okta,DELETE,/api/v1/iam/roles/{roleIdOrLabel}/permissions/{permissionType},deleteRolePermission,x,high,x,3,raise-word,list,permission,exact
e0379,okta,POST,/api/v1/identity-sources/{identitySourceId}/groups,createIdentitySourceGroups,x,high,x,3,floor-post,floor,,exact
e0380,okta,GET,/api/v1/identity-sources/{identitySourceId}/groups/{groupOrExternalId},getIdentitySourceGroup,r,high,r,1,method,floor,,exact
e0381,okta,POST,/api/v1/identity-sources/{identitySourceId}/groups/{groupOrExternalId},updateIdentitySourceGroups,w,low,w,2,modify-verb,list,update,exact
e0382,okta,DELETE,/api/v1/identity-sources/{identitySourceId}/groups/{groupOrExternalId},deleteIdentitySourceGroup,w,high,w,2,method-floor,floor,,exact
e0383,okta,GET,/api/v1/identity-sources/{identitySourceId}/groups/{groupOrExternalId}/membership,getIdentitySourceGroupMemberships,r,high,r,1,method,floor,,exact
e0384,okta,POST,/api/v1/identity-sources/{identitySourceId}/groups/{groupOrExternalId}/membership,createIdentitySourceGroupsMemberships,x,high,x,3,floor-post,floor,,exact
e0385,okta,DELETE,/api/v1/identity-sources/{identitySourceId}/groups/{groupOrExternalId}/membership/{memberExternalId},deleteIdentitySourceGroupMemberships,x,high,x,3,raise-word,list,membership+memberships,exact
e0386,okta,GET,/api/v1/identity-sources/{identitySourceId}/sessions,listIdentitySourceSessions,r,high,r,1,method,floor,,exact
e0387,okta,POST,/api/v1/identity-sources/{identitySourceId}/sessions,createIdentitySourceSession,x,high,x,3,floor-post,floor,,exact
e0388,okta,GET,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId},getIdentitySourceSession,r,high,r,1,method,floor,,exact
e0389,okta,DELETE,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId},deleteIdentitySourceSession,w,high,w,2,method-floor,floor,,exact
e0390,okta,POST,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId}/bulk-delete,uploadIdentitySourceDataForDelete,x,high,x,3,floor-post,floor,,exact
e0391,okta,POST,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId}/bulk-group-memberships-delete,uploadIdentitySourceGroupMembershipsForDelete,x,high,x,3,floor-post,floor,,exact
e0392,okta,POST,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId}/bulk-group-memberships-upsert,uploadIdentitySourceGroupMembershipsForUpsert,x,high,x,3,floor-post,floor,,exact
e0393,okta,POST,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId}/bulk-groups-delete,uploadIdentitySourceGroupsDataForDelete,x,high,x,3,floor-post,floor,,exact
e0394,okta,POST,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId}/bulk-groups-upsert,uploadIdentitySourceGroupsForUpsert,x,high,x,3,floor-post,floor,,exact
e0395,okta,POST,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId}/bulk-upsert,uploadIdentitySourceDataForUpsert,x,low,x,3,floor-post,floor,,exact
e0396,okta,POST,/api/v1/identity-sources/{identitySourceId}/sessions/{sessionId}/start-import,startImportFromIdentitySource,x,high,x,3,floor-post,floor,,exact
e0397,okta,POST,/api/v1/identity-sources/{identitySourceId}/users,createIdentitySourceUser,x,high,x,3,floor-post,floor,,exact
e0398,okta,GET,/api/v1/identity-sources/{identitySourceId}/users/{externalId},getIdentitySourceUser,r,high,r,1,method,floor,,exact
e0399,okta,PUT,/api/v1/identity-sources/{identitySourceId}/users/{externalId},replaceExistingIdentitySourceUser,w,high,w,2,method-floor,floor,,exact
e0400,okta,DELETE,/api/v1/identity-sources/{identitySourceId}/users/{externalId},deleteIdentitySourceUser,x,low,w,2,method-floor,floor,,leak
e0401,okta,PATCH,/api/v1/identity-sources/{identitySourceId}/users/{externalId},updateIdentitySourceUsers,w,high,w,2,method-floor,floor,,exact
e0402,okta,GET,/api/v1/idps,listIdentityProviders,r,high,r,1,method,floor,,exact
e0403,okta,POST,/api/v1/idps,createIdentityProvider,x,high,x,3,floor-post,floor,,exact
e0404,okta,GET,/api/v1/idps/credentials/keys,listIdentityProviderKeys,r,high,r,1,method,floor,,exact
e0405,okta,POST,/api/v1/idps/credentials/keys,createIdentityProviderKey,x,high,x,3,floor-post,floor,,exact
e0406,okta,GET,/api/v1/idps/credentials/keys/{kid},getIdentityProviderKey,r,high,r,1,method,floor,,exact
e0407,okta,PUT,/api/v1/idps/credentials/keys/{kid},replaceIdentityProviderKey,w,high,w,2,method-floor,floor,,exact
e0408,okta,DELETE,/api/v1/idps/credentials/keys/{kid},deleteIdentityProviderKey,w,high,w,2,method-floor,floor,,exact
e0409,okta,GET,/api/v1/idps/{idpId},getIdentityProvider,r,high,r,1,method,floor,,exact
e0410,okta,PUT,/api/v1/idps/{idpId},replaceIdentityProvider,w,high,w,2,method-floor,floor,,exact
e0411,okta,DELETE,/api/v1/idps/{idpId},deleteIdentityProvider,w,low,w,2,method-floor,floor,,exact
e0412,okta,GET,/api/v1/idps/{idpId}/credentials/csrs,listCsrsForIdentityProvider,r,high,r,1,method,floor,,exact
e0413,okta,POST,/api/v1/idps/{idpId}/credentials/csrs,generateCsrForIdentityProvider,x,high,x,3,floor-post,floor,,exact
e0414,okta,GET,/api/v1/idps/{idpId}/credentials/csrs/{idpCsrId},getCsrForIdentityProvider,r,high,r,1,method,floor,,exact
e0415,okta,DELETE,/api/v1/idps/{idpId}/credentials/csrs/{idpCsrId},revokeCsrForIdentityProvider,w,high,w,2,method-floor,floor,,exact
e0416,okta,POST,/api/v1/idps/{idpId}/credentials/csrs/{idpCsrId}/lifecycle/publish,publishCsrForIdentityProvider,w,low,x,3,floor-post,floor,,over-tight
e0417,okta,GET,/api/v1/idps/{idpId}/credentials/keys,listIdentityProviderSigningKeys,r,high,r,1,method,floor,,exact
e0418,okta,GET,/api/v1/idps/{idpId}/credentials/keys/active,listActiveIdentityProviderSigningKey,r,high,r,1,method,floor,,exact
e0419,okta,POST,/api/v1/idps/{idpId}/credentials/keys/generate,generateIdentityProviderSigningKey,x,high,x,3,floor-post,floor,,exact
e0420,okta,GET,/api/v1/idps/{idpId}/credentials/keys/{kid},getIdentityProviderSigningKey,r,high,r,1,method,floor,,exact
e0421,okta,POST,/api/v1/idps/{idpId}/credentials/keys/{kid}/clone,cloneIdentityProviderKey,x,high,x,3,floor-post,floor,,exact
e0422,okta,POST,/api/v1/idps/{idpId}/lifecycle/activate,activateIdentityProvider,w,low,w,2,modify-verb,list,activate,exact
