set,repo,path,method,operationId,gt_class,callbacks_present,desc_mentions_callback,description,doc_has_webhooks,doc_oauth2_flows_with_scopes,doc_security_scheme_external_ref,doc_top_level_security,has200,has201,has202,has204,has_description,has_operationId,has_summary,idempotency_header_param,party_id_param,requestBody_media_type,requestBody_party_money,requestBody_present,requestBody_props,resolved,resource_schema_found,resource_schema_from,resource_schema_party_field,resource_schema_props,security_present,security_scheme_count,security_scopes,status_codes,summary,x_extension_keys
camara,QualityOnDemand,/sessions/{sessionId},DELETE,deleteSession,w,false,true,"Release resources related to QoS session If the notification callback is provided and the `qosStatus` of the session was `AVAILABLE` the client will receive in addition to the response a `QOS_STATUS_CHANGED` event with - `qosStatus` as `UNAVAILABLE` and - `statusInfo` as `DELETE_REQUESTED` There will be no notification event if the `qosStatus` was already `UNAVAILABLE`. **NOTES:** - The access token may be either 2-legged or 3-legged. - If a 3-legged access token is used, the subject associated with the session must also be associated with the access token. - The session must must have been cr",false,false,true,false,false,false,false,true,true,true,true,false,false,,false,false,,true,true,/sessions/{sessionId},false,device|applicationServer|devicePorts|applicationServerPorts|qosProfile|sink|sinkCredential|sessionId|duration|startedAt|expiresAt|qosStatus|statusInfo,true,1,quality-on-demand:sessions:delete,204|400|401|403|404|429,Delete a QoS session,
camara,QualityOnDemand,/sessions/{sessionId},GET,getSession,r,false,false,"Querying for QoS session resource information details **NOTES:** - The access token may be either 2-legged or 3-legged. - If a 3-legged access token is used, the end user (and device) associated with the session must also be associated with the access token. - The session must have been created by the same API client given in the access token",false,false,true,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/sessions/{sessionId},false,device|applicationServer|devicePorts|applicationServerPorts|qosProfile|sink|sinkCredential|sessionId|duration|startedAt|expiresAt|qosStatus|statusInfo,true,1,quality-on-demand:sessions:read,200|400|401|403|404|429,Get QoS session information,
camara,QualityOnDemand,/sessions/{sessionId}/extend,POST,extendQosSessionDuration,x,false,false,"Extend the overall session duration of an active QoS session (with qosStatus = AVAILABLE). The overall duration of the QoS session, including the additional extended duration, shall not exceed the maximum duration limit fixed for the QoS Profile. If the current duration plus the value of `requestedAdditionalDuration` exceeds the maximum limit, the new overall duration shall be capped to the maximum value allowed. An example: For a QoS profile limited to a `maxDuration` of 50,000 seconds, a QoS session was originally created with duration 30,000 seconds. Before the session expires, the API cons",false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,false,true,requestedAdditionalDuration,true,false,,false,,true,1,quality-on-demand:sessions:update,200|400|401|403|404|409|429,Extend the duration of an active session,
camara,RegionDeviceCount,/count,POST,count,r,true,false,"Get the number of devices in the specified area during a certain time interval. - The query area can be a circle or a polygon composed of longitude and latitude points. - If the areaType is circle, the circleCenter and circleRadius must be provided; if the area is a polygon, the point list must be provided. - If starttime and endtime are not passed in,this api should return the current number of devices in the area. - If the device appears in the specified area at least once during the certain time interval, it should be counted.",false,false,false,false,true,false,false,false,true,true,true,false,false,application/json,false,true,area|starttime|endtime|filter|sink|sinkCredential,true,false,,false,,true,1,region-device-count:count,200|400|401|403|429,API operation to get the device count in the specified area during a certain time interval.,
camara,SessionInsights,/retrieve-sessions,POST,retrieveSessionsByDevice,r,false,false,"Retrieve all Session Insights sessions for a given device. **Notes:** - This operation allows retrieving all active or historical sessions associated with a device. - It uses POST instead of GET to allow passing sensitive device identifiers in the body, per CAMARA guidelines. - The request must include a `device` object if using a two-legged token. If using a three-legged token, do not provide a `device` as the device is derived from the token.",false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,false,true,device,true,false,,false,,true,1,session-insights:sessions:retrieve-by-device,200|400|401|403|404|422|429,Retrieve Session Insights sessions by device,
camara,SessionInsights,/sessions,POST,createSession,x,true,true,"Create a new insights session for monitoring application performance and network quality. The session can be used to send application-observed metrics, receive session quality scores asynchronously via notifications, and receive root cause analysis when quality degrades. The session is created using a selected Application Profile, which defines the expected performance thresholds and other parameters.",false,false,true,false,false,true,false,false,true,true,true,false,false,application/json,false,true,applicationProfileId|device|applicationServer|applicationSessionId|sink|sinkCredential,true,false,,false,,true,1,session-insights:sessions:create,201|400|401|403|409|422|429,Create a Session Insights session,
camara,SessionInsights,/sessions/{sessionId},DELETE,deleteSession,w,false,true,Delete an insights session by its operator-assigned session ID. This will stop all notifications and metric reporting for the session.,false,false,true,false,false,false,false,true,true,true,true,false,false,,false,false,,true,true,/sessions/{sessionId},false,id|applicationSessionId|device|applicationServer|sink|startsAt|expiresAt|status,true,1,session-insights:sessions:delete,204|400|401|403|404|410,Delete session,
camara,SessionInsights,/sessions/{sessionId},GET,getSession,r,false,false,Retrieve the details of a specific session by its operator-assigned session ID.,false,false,true,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/sessions/{sessionId},false,id|applicationSessionId|device|applicationServer|sink|startsAt|expiresAt|status,true,1,session-insights:sessions:read,200|400|401|403|404|410,Get session by sessionId,
camara,SessionInsights,/sessions/{sessionId}/metrics,POST,sendSessionMetrics,x,false,true,"Send application-observed session metrics to the API provider for the specified session. The API provider uses these metrics to evaluate session quality and delivers a session quality notification asynchronously to the session's configured sink. This operation returns 204 No Content to acknowledge receipt; the resulting quality score is delivered via notification, not in this response.",false,false,true,false,false,false,false,true,true,true,true,false,false,application/json,false,true,packetDelay|jitter|packetLossErrorRate|upstreamRate|downstreamRate,true,false,,false,,true,1,session-insights:sessions:write,204|400|401|403|404|410|422,Send session metrics,
camara,SimSwap,/check,POST,checkSimSwap,r,false,false,Check if SIM swap has been performed during a past period,false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,true,true,phoneNumber|maxAge,true,false,,false,,true,2,sim-swap:check|sim-swap,200|400|401|403|404|422|429,Check SIM swap,
camara,SimSwap,/retrieve-age-band,POST,retrieveSimSwapAgeBand,r,false,false,"Returns a standardized `simSwapAgeBand` value indicating how recently a SIM swap occurred, expressed as a time band. This operation is an alternative way to expose SIM swap recency for API providers that do not expose the exact SIM swap date. It does not return the actual SIM swap date, and is not expected to be supported in addition to `check` and `retrieve-date`; support depends on the provider's available capabilities and commercial use case. The returned value is a technical network signal indicating recency. Consuming parties apply their own decisioning outside the API contract. Value `11",false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,true,true,phoneNumber,true,false,,false,,true,2,sim-swap:retrieve-age-band|sim-swap,200|400|401|403|404|422|429|501,Retrieve SIM swap age band,
camara,SimSwap,/retrieve-date,POST,retrieveSimSwapDate,r,false,false,Get timestamp of last SIM swap event for a mobile user account provided with phone number.,false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,true,true,phoneNumber,true,false,,false,,true,2,sim-swap:retrieve-date|sim-swap,200|400|401|403|404|422|429,Retrieve SIM swap date,
camara,SimSwap,/subscriptions,GET,retrieveSubscriptionList,r,false,false,Retrieve a list of sim swap event subscription(s),false,false,true,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/subscriptions,false,subscriptions|pagination,true,1,sim-swap-subscriptions:read,200|400|401|403,Retrieve a list of sim swap event subscription,
camara,SimSwap,/subscriptions,POST,createSimSwapSubscription,x,true,false,Create a sim swap event subscription for a phone number,false,false,true,false,false,true,true,false,true,true,true,false,false,application/json,true,true,protocol|sink|sinkCredential|types|config,true,true,/subscriptions,false,subscriptions|pagination,true,1,sim-swap-subscriptions:org.camaraproject.sim-swap-subscriptions.v0.swapped:create,201|202|400|401|403|409|422|429,Create a sim swap event subscription for a phone number,
camara,SimSwap,/subscriptions/{subscriptionId},DELETE,deleteSubscription,w,false,false,delete a given event subscription.,false,false,true,false,false,false,true,true,true,true,true,false,false,,false,false,,true,true,/subscriptions/{subscriptionId},true,protocol|sink|types|config|id|startsAt|expiresAt|status,true,1,sim-swap-subscriptions:delete,202|204|400|401|403|404,Delete a sim swap event subscription,
camara,SimSwap,/subscriptions/{subscriptionId},GET,retrieveSubscription,r,false,false,retrieve event subscription information for a given subscription.,false,false,true,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/subscriptions/{subscriptionId},true,protocol|sink|types|config|id|startsAt|expiresAt|status,true,1,sim-swap-subscriptions:read,200|400|401|403|404,Retrieve a sim swap event subscription for a phone number,
camara,SimpleEdgeDiscovery,/retrieve-closest-edge-cloud-zone,POST,readClosestEdgeCloudZone,r,false,false,"On receiving this request, the network will return the name of the Edge Cloud Zone with the shortest network path to the end user device identified in the request.",false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,false,true,device,true,false,,false,,true,1,simple-edge-discovery:read,200|400|401|403|404|422|429,Returns the name of the Edge Cloud Zone closest to user device identified in the request.,
camara,SponsoredData,/campaign/management,POST,manageCampaign,w,false,false,"This operation allows pausing or resuming a campaign based on the action parameter provided in the request body. The possible values for action are: - PAUSE to temporarily halt new sponsorships (ongoing sponsorships will continue until completion). - RESUME to reactivate the campaign. If the campaign has already ended, the API will respond with a 400 error, indicating that the campaign is finished and cannot be modified. Pausing a campaign does not extend its end date or overall duration.",false,false,false,false,true,false,false,false,true,true,true,false,false,application/json,false,true,sponsorId|campaignId|action,true,false,,false,,false,0,,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,Campaign Management,
camara,SponsoredData,/campaign/{sponsorId}/{campaignId}/active-sponsorships,GET,getActiveSponsorships,r,false,false,Returns the list of users currently benefiting from sponsored data under a specific campaign. Each entry includes identifiers and session information to track which end users are actively consuming sponsored data. Useful for reporting and campaign analytics.,false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/campaign/{sponsorId}/{campaignId}/active-sponsorships,true,sponsorId|campaignId|activeSponsorships|totalCount,false,0,,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,Query of Active Sponsorships,
camara,SponsoredData,/campaign/{sponsorId}/{campaignId}/alert-subscription,POST,configureAlerts,x,true,true,"This operation enables Sponsors (EPs) to subscribe to receive notifications related to campaigns. With the subscription, the EP provides a webhook URL and a token, which will be used by the API Gateway to send notifications related to the campaign. In this API version, only two types of alerts are provided: - Notification for consuming more than 80% of the contracted data volume. - Notification for campaign validity expiration. - Notification for campaign data volume exhausted. - Alerts for network failures will be addressed in future versions.",false,false,false,false,true,false,false,false,true,true,true,false,false,application/json,true,true,webhookUrl|callbackToken|alertDataVolumeThresholds|campaignExpiryNotification|dataVolumeExhausted,true,false,,false,,false,0,,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,Campaigns - Subscription to Alert y Notifications,
camara,SponsoredData,/campaign/{sponsorId}/{campaignId}/campaign-status,GET,getCampaignStatus,r,false,false,"Retrieves the current status of a specific sponsorship campaign for a given sponsor. Provides information such as whether the campaign is active, paused, or completed, along with key metadata like start and end dates, data volume limits, and any configured alerts. This endpoint allows sponsoring companies to monitor the progress and operational state of their campaigns.",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/campaign/{sponsorId}/{campaignId}/campaign-status,false,sponsorId|campaignId|status|startTime|endTime|campaignType|contractedDataVolume|usedDataVolume|remainingDataVolume|completionReason,false,0,,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,"Campaign Status Inquiry [active, paused, concluded], data volume balance.",
camara,SponsoredData,/sponsorship,POST,startSponsorship,x,true,false,"This operation requests the sponsorship for a subscriber in a specific campaign, allowing them to use sponsored data within the limits set by this request or those defined in the campaign onboarding declaration by default.",false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,true,true,sponsorId|campaignId|phoneNumber|dataVolume|duration|webhookUrl|callbackToken,true,false,,false,,false,0,,201|400|401|403|404|405|406|415|422|429|500|501|502|503|504,Start Sponsorship Session Request,
camara,SponsoredData,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/revoke,DELETE,revokeSponsorship,x,false,false,"This operation revokes an active sponsorship, preventing further use of sponsored data for the subscriber.",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,false,,false,,false,0,,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,Revocation of Sponsorship,
camara,SponsoredData,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/session-status,GET,getSessionStatus,r,false,false,"Queries detailed information about a sponsorship session for a specific campaign and sponsor. NOTES: The access token for this query must be a 2-legged token, and the sponsor must have been previously authorized with a 3-legged token at the time of session initiation. The session must have been created by the same API client indicated in the access token.",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/sponsorship/{sponsorId}/{campaignId}/{sessionId}/session-status,false,sponsorId|campaignId|sessionId|phoneNumber|startTime|endTime|sessionStatus|dataVolumeConsumed|dataVolumeAvailable|endReason,false,0,,200|400|401|403|404|405|406|415|422|429|500|501|502|503|504,Sponsorship Session Status Inquiry,
camara,SubscriptionStatus,/retrieve-subscription-status,POST,retrieveSubscriptionStatus,r,false,false,"Obtain the business subscription status of the provided phone number, including Voice/SMS inbound, Voice/SMS outbound, and data service status.",false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,true,true,phoneNumber,true,false,,false,,true,1,subscription-status:retrieve-subscription-status,200|400|401|403|404|422,Retrieve subscription status of a phone number,
camara,Tenure,/check-tenure,POST,checkTenure,r,false,false,"Verifies a specified length of tenure, based on a provided date, for a network subscriber to establish a level of trust for the network subscription identifier.",false,false,true,false,true,false,false,false,true,true,true,false,false,application/json,true,true,phoneNumber|tenureDate,true,false,,false,,true,1,kyc-tenure:check-tenure,200|400|401|403|404|422,The KYC Tenure service API,
camara,TrafficInfluence,/traffic-influence-devices,POST,postTrafficInfluenceDevice,x,true,false,"Takes as input an object containing the intents from the API Consumer and creates a TrafficInfluence resource accordingly. The trafficInfluenceID parameter, that is part of the object, must not be valorized when creating a new resource. For this reason the trafficInfluenceID parameter must be avoided in the object, anyway it will be ignored by the API Producer. It is automatically generated by the system and returned in the response.",false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,true,true,device|trafficInfluenceID|state|subscriptionRequest|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|sourceTrafficFilters|destinationTrafficFilters,true,false,,false,,true,1,traffic-influence:traffic-influence-devices:write,201|400|401|403|404|409|422|429,Creates a new TrafficInfluence resource influencing the traffic toward local instances of the Application for a specific user.,
camara,TrafficInfluence,/traffic-influences,GET,getAllTrafficInfluences,r,false,false,Reads all of the active TrafficInfluence resources owned by the same API Consumer,false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/traffic-influences,false,trafficInfluenceID|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|state|sourceTrafficFilters|destinationTrafficFilters|subscriptionRequest,true,1,traffic-influence:traffic-influences:read,200|400|401|403|429,Retries existing TrafficInfluence Resources,
camara,TrafficInfluence,/traffic-influences,POST,postTrafficInfluence,x,true,false,"Takes as input an object containing the intents from the API Consumer and creates a TrafficInfluence resource accordingly. The trafficInfluenceID parameter, that is part of the object, must not be valorized when creating a new resource. For this reason the trafficInfluenceID parameter must be avoided in the object, anyway it will be ignored by the API Producer. It is automatically generated by the system and returned in the response.",false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,true,true,trafficInfluenceID|state|subscriptionRequest|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|sourceTrafficFilters|destinationTrafficFilters,true,true,/traffic-influences,false,trafficInfluenceID|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|state|sourceTrafficFilters|destinationTrafficFilters|subscriptionRequest,true,1,traffic-influence:traffic-influences:write,201|400|401|403|409|429,Creates a new TrafficInfluence resource influencing the traffic toward local instances of the Application for any user.,
camara,TrafficInfluence,/traffic-influences/{trafficInfluenceID},DELETE,deleteTrafficInfluence,x,true,true,"invoked by the API Consumer to stop influencing the traffic, deleting a TrafficInfluence resource previously created. The notification will be sent via Cloud Event with the information already available in the TrafficInfluence resource identified by ""trafficInfluenceID"".",false,false,false,false,false,false,true,false,true,true,true,false,false,,false,false,,true,true,/traffic-influences/{trafficInfluenceID},false,trafficInfluenceID|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|state|sourceTrafficFilters|destinationTrafficFilters|subscriptionRequest,true,1,traffic-influence:traffic-influences:delete,202|400|401|403|404|409|422|429,Delete an existing TrafficInfluence resource,
camara,TrafficInfluence,/traffic-influences/{trafficInfluenceID},GET,getTrafficInfluenceById,r,false,false,"Returns a specific TrafficInfluence resources owned by the same API Consumer. For privacy reasons, if a resource is related to a user, the parameter Device is not exchanged.",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/traffic-influences/{trafficInfluenceID},false,trafficInfluenceID|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|state|sourceTrafficFilters|destinationTrafficFilters|subscriptionRequest,true,1,traffic-influence:traffic-influences:read,200|400|401|403|404|422|429,Reads a specific TrafficInfluence resource identified by the trafficInfluenceID value.,
camara,TrafficInfluence,/traffic-influences/{trafficInfluenceID},PATCH,patchTrafficInfluence,x,true,false,"The resource identified by the trafficInfluenceID value can be modified. Before the PATCH can be invoked the status (state) of the resource must be ""active"". If not an error code 409 (DENIED_WAIT) is returned.",false,false,false,false,true,false,false,false,true,true,true,false,false,application/json,true,true,trafficInfluenceID|apiConsumerId|appId|state|subscriptionRequest|appInstanceId|edgeCloudRegion|edgeCloudZoneId|sourceTrafficFilters|destinationTrafficFilters,true,true,/traffic-influences/{trafficInfluenceID},false,trafficInfluenceID|apiConsumerId|appId|appInstanceId|edgeCloudRegion|edgeCloudZoneId|state|sourceTrafficFilters|destinationTrafficFilters|subscriptionRequest,true,1,traffic-influence:traffic-influences:update,200|400|401|403|404|409|422|429,"updates a specific TrafficInfluence resource, identified by the trafficInfluenceID value. If used for a specific user, the Device parameter can not be modified.",
camara,VerifiedCaller,/pre-announce,POST,createPreAnnouncement,x,false,false,Create a call pre-announcement for a Calling and a Called Party that will remain valid for a specified duration.,false,false,false,false,false,true,false,true,true,true,true,false,false,application/json,true,true,callingParticipant|calledParticipant|strategy|timeToLive|registrationId|dynamicDisplayName|callReason,true,false,,false,,true,1,verified-caller:create,201|204|400|401|403|404|409|422|429|500|503,Create a call pre-announcement in the service platform,
camara,VerifiedCaller,/registrations,GET,readRegistrations,r,false,false,"Read existing brand registrations from the service platform. ## Filtering The following query parameters are RECOMMENDED filters for this operation. They are all optional. API providers MAY implement any subset of them based on their capabilities; the supported set for a given provider is documented on that provider's Exposition Gateway ""Getting Started"" page (filter support is not intended to be discovered through HTTP error responses). - `customerId` - filter by enterprise/brand owner identifier. - `displayName` - filter by the display name registered for the brand. - `status` - filter by re",false,false,false,false,true,false,false,true,true,true,true,false,true,,false,false,,true,true,/registrations,false,registrations|pagination,true,1,brand-registration:read,200|204|206|400|401|403|404|429|500|503,Read existing brand registrations from the service platform,
camara,VerifiedCaller,/registrations,POST,createRegistration,x,true,false,Register new brand information with optional call verification request.,false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,true,true,phoneNumber|phoneNumberAlternate|expiresAt|displayName|displayAsset|customerId|verifyCallerAction|terminatingCountryCode|campaignName|callPurpose|sink|sinkCredential,true,true,/registrations,false,registrations|pagination,true,1,brand-registration:create,201|400|401|403|404|409|422|429|500|503,Register new brand information in the service platform,
camara,VerifiedCaller,/registrations/{registrationId},DELETE,deleteRegistration,w,false,false,Delete an existing brand registration from the service platform,false,false,false,false,false,false,false,true,true,true,true,false,false,,false,false,,true,true,/registrations/{registrationId},true,registrationId|phoneNumber|phoneNumberAlternate|status|createdAt|updatedAt|expiresAt|displayName|displayAsset|customerId|verifyCallerAction|terminatingCountryCode|campaignName|quota|quotaThreshold|callPurpose|sink,true,1,brand-registration:delete,204|400|401|403|404|429|500|503,Delete an existing brand registration from the service platform,
camara,VerifiedCaller,/registrations/{registrationId},GET,readRegistration,r,false,false,Read an existing brand registration from the service platform,false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/registrations/{registrationId},true,registrationId|phoneNumber|phoneNumberAlternate|status|createdAt|updatedAt|expiresAt|displayName|displayAsset|customerId|verifyCallerAction|terminatingCountryCode|campaignName|quota|quotaThreshold|callPurpose|sink,true,1,brand-registration:read,200|400|401|403|404|429|500|503,Read an existing brand registration from the service platform,
camara,VerifiedCaller,/registrations/{registrationId},PUT,updateRegistration,w,false,false,Update an existing brand registration,false,false,false,false,true,false,false,false,true,true,true,false,false,application/json,true,true,phoneNumber|phoneNumberAlternate|expiresAt|displayName|displayAsset|customerId|verifyCallerAction|terminatingCountryCode|campaignName|callPurpose|sink|sinkCredential,true,true,/registrations/{registrationId},true,registrationId|phoneNumber|phoneNumberAlternate|status|createdAt|updatedAt|expiresAt|displayName|displayAsset|customerId|verifyCallerAction|terminatingCountryCode|campaignName|quota|quotaThreshold|callPurpose|sink,true,1,brand-registration:update,200|400|401|403|404|409|422|429|500|503,Update an existing brand registration in the service platform,
camara,WebRTC,/sessions,GET,getRegistrationsByDeviceId,r,false,false,"Retrieve the active registrations associated with a given `deviceId` that are authorized for the access token used in the request. This endpoint allows an API consumer to recover registration state after a network disconnection or application restart, where the `registrationId` has been lost but the `deviceId` is known. Because `deviceId` is a client-generated identifier and is NOT guaranteed to be globally unique, the same `deviceId` value may be shared across registrations bound to different `phoneNumber`s. Only the registrations bound to a `phoneNumber` authorized by the access token are re",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/sessions,false,regInfo|registrationId|expiresAt,true,1,webrtc-registration:sessions:read,200|400|401|403,Retrieve all registrations for a device,
camara,WebRTC,/sessions,POST,createRegistration,x,false,false,"Create a new device registration in the network using a client-supplied `deviceId`. The subscriber identifier (`phoneNumber`) for the registration depends on the type of access token used: - With a **three-legged access token**, the API consumer MUST NOT include `phoneNumber` in the request body; it is resolved server-side from the token. A request that includes it is rejected with `422 UNNECESSARY_IDENTIFIER`. - With a **two-legged access token**, the API consumer MUST include `phoneNumber` in the request body, since the token carries no subscriber identity. A request that omits it is rejecte",false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,true,true,deviceId|phoneNumber|registrationExpireTime,true,true,/sessions,false,regInfo|registrationId|expiresAt,true,1,webrtc-registration:sessions:create,201|400|401|403|409|422,Create a registration,
camara,WebRTC,/sessions,POST,createSession,x,false,false,Creates a voice and/or video session,false,false,false,false,false,true,false,false,true,true,true,false,false,application/json,true,true,originatorAddress|originatorName|receiverAddress|receiverName|status|offer|answer|callType|locationDetails,true,false,,false,,true,1,webrtc-call-handling:sessions:create,201|400|401|403|501,Creates voice and/or video session,
camara,WebRTC,/sessions/{mediaSessionId},DELETE,deleteSessionById,x,false,true,"Cancel a 1-1 media session (as originator), Decline a 1-1 media session (as receiver), Terminate a 1-1 an ongoing media session ** The client shall construct the API path using the mediaSessionId supplied in the session creation response (origination) or in the invitation notification (termination). **'",false,false,false,false,false,false,false,true,true,true,true,false,false,,false,false,,true,true,/sessions/{mediaSessionId},true,originatorAddress|originatorName|receiverAddress|receiverName|status|offer|answer|callType|locationDetails|mediaSessionId,true,1,webrtc-call-handling:sessions:delete,204|400|401|403|404,Cancel or Terminate the media session,
camara,WebRTC,/sessions/{mediaSessionId},GET,getSessionDetailsById,r,false,true,Get the media Session description based on `mediaSessionId`. ** The client shall construct the API path using the `mediaSessionId` supplied in the session creation response (origination) or in the invitation notification (termination). **,false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/sessions/{mediaSessionId},true,originatorAddress|originatorName|receiverAddress|receiverName|status|offer|answer|callType|locationDetails|mediaSessionId,true,1,webrtc-call-handling:sessions:read,200|400|401|403|404,Get the media session information,
camara,WebRTC,/sessions/{mediaSessionId}/status,PUT,updateSessionStatus,x,false,true,"Update the status of the media session, this may include updating SDP media The API consumer shall construct the API path using the `mediaSessionId` supplied in the session creation response (origination) or in the invitation notification (termination). The party making the update MAY include `locationDetails` to share their device location. When included in an answer/accept step (e.g., status `Connected` with an answer SDP), `locationDetails` describes the answering party's device location. After call establishment, either party MAY provide or update their location by including `locationDetai",false,false,false,false,true,false,false,true,true,true,true,false,false,application/json,false,true,status|offer|answer|locationDetails,true,false,,false,,true,1,webrtc-call-handling:sessions:write,200|204|400|401|403|404,Update the status of the media session,
camara,WebRTC,/sessions/{registrationId},DELETE,deleteRegistrationById,w,false,false,API endpoint used to remove a valid registration on the network. This action frees any resource and invalidates future actions that involves this registration between the device and the network. Use the registrationId to identify the registration to delete.,false,false,false,false,false,false,false,true,true,true,true,false,false,,false,false,,true,true,/sessions/{registrationId},false,regInfo|registrationId|expiresAt,true,1,webrtc-registration:sessions:delete,204|400|401|403|404,Delete Registration Session.,
camara,WebRTC,/sessions/{registrationId},GET,getRegistrationById,r,false,false,"Retrieve an existing registration by its `registrationId`. This endpoint allows an API consumer to confirm whether a registration is still active and retrieve its current state. A typical use case is state recovery after a network disconnection or application restart, where the client has a previously stored `registrationId` and needs to verify it is still valid before attempting to create calls or subscribe to events. Returns `404` if the registration does not exist or has expired.",false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/sessions/{registrationId},false,regInfo|registrationId|expiresAt,true,1,webrtc-registration:sessions:read,200|400|401|403|404,Retrieve a device registration,
camara,WebRTC,/sessions/{registrationId},PUT,updateRegistrationById,w,false,false,"API endpoint used to **refresh** an existing registration *before* it expires. **Server behaviour on refresh** 1. Let `t_req` be the server-side receipt time of the request and `t_prev` the previously stored `registrationExpireTime`. 2. Compute the remaining lifetime remaining = t_prev - t_req (values ≤ 0 indicate the client is late; operators MAY reject or treat it as a new registration). 3. Apply the operator's configured TTL (`TTL_cfg`, e.g. 3600 s) **from `t_req`, not from `t_prev`**: newExpire = t_req + TTL_cfg 4. Persist `newExpire` and return it in `expiresAt` inside the response body. ",false,false,false,false,true,false,false,true,true,true,true,false,false,application/json,false,true,registrationExpireTime,true,true,/sessions/{registrationId},false,regInfo|registrationId|expiresAt,true,1,webrtc-registration:sessions:write,200|204|400|401|403|404,Refresh network registration.,
camara,WebRTC,/subscriptions,GET,retrieveNotificationChannelSubscriptionList,r,false,false,Retrieve **a list** of webrtc-events subscription(s) with detailed information. Including configuration data and current status.,false,false,false,false,true,false,false,false,true,true,true,false,false,,false,false,,true,true,/subscriptions,true,protocol|sink|types|config|id|startsAt|expiresAt|status,true,1,webrtc-events-subscriptions:read,200|400|401|403,Retrieve a list of webrtc-events event subscription,
camara,WebRTC,/subscriptions,POST,createNotificationChannelSubscription,x,true,true,"Create a webrtc-events event subscription. For the corresponding type: - `org.camaraproject.webrtc-events-subscriptions.v0.session-invitation`: new calls event - `org.camaraproject.webrtc-events-subscriptions.v0.session-status`: updates on specific call - `org.camaraproject.webrtc-events-subscriptions.v0.registration-ends`: registration termination event To subscribe and receive notifications about new calls, a `session-invitation` subscription is required using the `deviceId` related to a valid registration. For WebRTC calling subscription scenarios, developers should not use `initialEvent` o",false,false,false,false,false,true,true,false,true,true,true,false,false,application/json,true,true,protocol|sink|sinkCredential|types|config,true,true,/subscriptions,true,protocol|sink|types|config|id|startsAt|expiresAt|status,true,1,webrtc-events-subscriptions:org.camaraproject.webrtc-events-subscriptions.v0.session-status:create|webrtc-events-subscriptions:org.camaraproject.webrtc-events-subscriptions.v0.session-invitation:create|webrtc-events-subscriptions:org.camaraproject.webrtc-events-subscriptions.v0.registration-ends:create,201|202|400|401|403|409|422|429,Create a webrtc-events event subscription,
camara,WebRTC,/subscriptions/{subscriptionId},DELETE,deleteNotificationChannelSubscription,w,false,true,API endpoint to delete a given webrtc-events subscription. Action done to stop receiving notifications about this event subscription.,false,false,false,false,false,false,true,true,true,true,true,false,false,,false,false,,true,true,/subscriptions/{subscriptionId},true,protocol|sink|types|config|id|startsAt|expiresAt|status,true,1,webrtc-events-subscriptions:delete,202|204|400|401|403|404,Delete a webrtc-events event subscription,
