repo,file,version,sha,path,method,operationId,default_class,judged_class,reason
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/deployments/{appDeploymentId},PATCH,updateAppDeployment,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
EdgeApplicationManagement,edge-application-management.yaml,wip,037ca2d5f6573a57cd14c012fba5332f3a83b10a,/edge-cloud-zones,GET,getEdgeCloudZones,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
EnergyFootprintNotification,energy-footprint-notification.yaml,wip,79703caf9a4fd67f7781e38fdf10c35213d417dd,/calculate-energy-consumption,POST,calculateEnergyConsumption,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
EnergyFootprintNotification,energy-footprint-notification.yaml,wip,79703caf9a4fd67f7781e38fdf10c35213d417dd,/calculate-carbon-footprint,POST,calculateCarbonFootprint,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
HighThroughputElasticNetworks,high_throughput_elastic_networks.yaml,wip,14a7feff85d9a337ceee0a8ac18e814c779acb6d,/high-throughput-elastic-network/transmission/schedule,POST,scheduleTransmission,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices,GET,listDevices,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices/{deviceId},GET,getDevice,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices/{deviceId},PATCH,updateDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices/{deviceId},DELETE,deleteDevice,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices/{deviceId}/actions/{actionId},POST,performDeviceAction,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
InHomeDeviceManagement,InHomeDeviceManagement.yaml,1.0.0,ba7b293fa8388ee9186a578dfb3f18817272e76a,/v1/devices/{deviceId}/network-health,GET,getDeviceNetworkHealth,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/download,POST,downloadEsimProfile,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/enable,POST,enableEsimProfile,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/disable,POST,disableEsimProfile,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/delete,POST,deleteEsimProfile,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/set-fallback,POST,setFallbackEsimProfile,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/retrieve-status,POST,getEsimProfileStatus,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
IoTDeviceManagement,esim-profile-management.yaml,wip,f0a4780c0688e73f311d11ee8835884561c2203c,/operations/{operationId},GET,retrieveOperation,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
IoTNetworkOptimization,iot-network-optimization.yaml,wip,2f51d3f21dc7496a761ef98ef8c873456a67b78a,/features/power-saving,POST,activatePowerSaving,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
IoTNetworkOptimization,iot-network-optimization.yaml,wip,2f51d3f21dc7496a761ef98ef8c873456a67b78a,/features/power-saving/transactions/{transactionId},GET,getPowerSaving,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/subscriptions,POST,subscribeFraudPrevention,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/subscriptions,GET,listSubscriptions,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/subscriptions/{subscriptionId},GET,getSubscription,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/subscriptions/{subscriptionId},DELETE,deleteSubscription,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
IoTSIMFraudPrevention,iot-sim-fraud-prevention.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/bind,POST,bindDeviceImei,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
IoTSIMFraudPrevention,iot-sim-fraud-prevention.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/unbind,POST,unBindDeviceImei,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
IoTSIMFraudPrevention,iot-sim-fraud-prevention.yaml,wip,da4a67d5518aae15d175fcceeda35712a648e088,/query,POST,query,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
KnowYourCustomer,kyc-age-verification.yaml,0.1.0,9ee657d2a579699674f52df73fa1dc1e39896170,/verify,POST,verifyAge,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
KnowYourCustomer,kyc-fill-in.yaml,0.3.0,9ee657d2a579699674f52df73fa1dc1e39896170,/fill-in,POST,KYC_Fill-in,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
KnowYourCustomer,kyc-match.yaml,0.3.0,9ee657d2a579699674f52df73fa1dc1e39896170,/match,POST,KYC_Match,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
KnowYourCustomerAgeVerification,kyc-age-verification.yaml,wip,f1d12f34fb16543390b072409aebe06af27a972a,/verify,POST,verifyAge,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
KnowYourCustomerFill-in,kyc-fill-in.yaml,wip,9579a5e809d8b1fe1547a3e03ad45837eb2c19d3,/fill-in,POST,kycFillin,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
KnowYourCustomerMatch,kyc-match.yaml,wip,6e7c2418dbec252740a5ab0ccaf404b8f6d26024,/match,POST,kycMatch,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases,POST,createKnowledgeBase,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases,GET,listKnowledgeBases,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId},GET,getKnowledgeBase,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId},PUT,updateKnowledgeBase,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId},DELETE,deleteKnowledgeBase,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/documents,POST,uploadDocument,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/documents/{documentId},GET,getDocument,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/documents/{documentId},DELETE,deleteDocument,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools,POST,createTool,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools,GET,listTools,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},GET,getTool,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},PUT,updateTool,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},DELETE,deleteTool,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
ModelAsAService,knowledge-base.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/knowledge-bases/{knowledgeBaseId}/tools/{toolId}/call,POST,callTool,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
ModelAsAService,qa-assistant-manage.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/assistants,POST,createAssistant,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
ModelAsAService,qa-assistant-manage.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/assistants,GET,listAssistants,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
ModelAsAService,qa-assistant-manage.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/assistants/{assistantId},GET,getAssistant,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
ModelAsAService,qa-assistant-manage.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/assistants/{assistantId},PUT,updateAssistant,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
ModelAsAService,qa-assistant-manage.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/assistants/{assistantId},DELETE,deleteAssistant,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
ModelAsAService,qa-assistant-service.yaml,wip,e96577907d55790f58af235df2c317f26b2d0bb4,/answer,POST,queryAssistant,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
MostFrequentLocation,most-frequent-location.yaml,wip,935010325a3a38e4b91347f1f343311154bbd375,/verify,POST,verifyFrequentLocation,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
MultiPointVPN,multi-point-vpn.yaml,wip,d274cfd4df4c5e8165c3308bc95d07d3d4fdbde2,/networks,POST,createNetwork,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
MultiPointVPN,multi-point-vpn.yaml,wip,d274cfd4df4c5e8165c3308bc95d07d3d4fdbde2,/networks/{serviceId},PATCH,updateNetwork,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
MultiPointVPN,multi-point-vpn.yaml,wip,d274cfd4df4c5e8165c3308bc95d07d3d4fdbde2,/networks/{serviceId},GET,getNetwork,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
MultiPointVPN,multi-point-vpn.yaml,wip,d274cfd4df4c5e8165c3308bc95d07d3d4fdbde2,/networks/{serviceId},DELETE,deleteNetwork,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
MultiPointVPN,multi-point-vpn.yaml,wip,d274cfd4df4c5e8165c3308bc95d07d3d4fdbde2,/assessment,POST,assessConnectionFeasibility,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/network-access-devices,GET,getNetworkAccessDevices,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/network-access-devices/{networkAccessDeviceId},GET,getNetworkAccessDevice,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/reboot-requests,POST,createRebootRequest,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/reboot-requests,GET,getRebootRequests,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/reboot-requests/{rebootRequestId},GET,getRebootRequest,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/reboot-requests/{rebootRequestId},PATCH,updateRebootRequest,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NetworkAccessManagement,network-access-devices.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/reboot-requests/{rebootRequestId},DELETE,deleteRebootRequest,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/services,GET,getServices,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/services/{serviceId},GET,getService,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/capabilities,GET,getTrustDomainCapabilities,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains,POST,createTrustDomain,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains,GET,getTrustDomains,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId},GET,getTrustDomain,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId},PATCH,updateTrustDomain,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId},DELETE,deleteTrustDomain,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId}/devices,POST,createTrustDomainDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId}/devices,GET,getTrustDomainDevices,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId}/devices/{deviceId},GET,getTrustDomainDevice,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId}/devices/{deviceId},PATCH,updateTrustDomainDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NetworkAccessManagement,network-access-domains.yaml,wip,b58be1a13eefe31ca69124f1c2cb9ff9c7d7e147,/trust-domains/{trustDomainId}/devices/{deviceId},DELETE,deleteTrustDomainDevice,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
NetworkInsights,network-health-assessment.yaml,wip,3e8a3378609b8828e88f92ebbb4e74ff7f6fc177,/health-scores,GET,getHealthScores,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkInsights,network-traffic-analysis.yaml,wip,3e8a3378609b8828e88f92ebbb4e74ff7f6fc177,/traffic-analysis,GET,getTrafficAnalysis,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkSliceBooking,network-slice-assignment.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices/{sliceId}/devices,POST,assignDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NetworkSliceBooking,network-slice-assignment.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices/{sliceId}/devices,GET,getDevices,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NetworkSliceBooking,network-slice-assignment.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices/{sliceId}/release,POST,releaseDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NetworkSliceBooking,network-slice-assignment.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/retrieve-slices,POST,retrieveSlicesByDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NetworkSliceBooking,network-slice-booking.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices,POST,createSlice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NetworkSliceBooking,network-slice-booking.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices/{sliceId},DELETE,deleteSlice,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
NetworkSliceBooking,network-slice-booking.yaml,wip,a91a28b87020e9548e92d7ed14a0b6f449709052,/slices/{sliceId},GET,getSlice,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
NumberRecycling,number-recycling.yaml,wip,4d69523a875a718c0bad51293e2cfdf6b71588a0,/check,POST,checkNumberRecycling,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NumberVerification,number-verification.yaml,wip,bb0c74837e3e5772b675628f60206f51946108b9,/verify,POST,phoneNumberVerify,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
NumberVerification,number-verification.yaml,wip,bb0c74837e3e5772b675628f60206f51946108b9,/device-phone-number,GET,phoneNumberShare,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
OTPValidation,one-time-password-sms.yaml,wip,5d1f42c06fda34e5ea35180a2642e3d1fe24d16e,/send-code,POST,sendCode,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
OTPValidation,one-time-password-sms.yaml,wip,5d1f42c06fda34e5ea35180a2642e3d1fe24d16e,/validate-code,POST,validateCode,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
OptimalEdgeDiscovery,optimal-edge-discovery.yaml,wip,df47291e3ef8b0671f16ae5824d906a1ec0680a5,/regions,GET,getRegions,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
OptimalEdgeDiscovery,optimal-edge-discovery.yaml,wip,df47291e3ef8b0671f16ae5824d906a1ec0680a5,/retrieve-optimal-edge-cloud-zones,POST,discoverOptimalEdge,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
PopulationDensityData,population-density-data.yaml,wip,c99b93d2ceb4c511ebc4a47625bd0d52c94581c0,/retrieve,POST,retrievePopulationDensity,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
PredictiveConnectivityData,predictive-connectivity-data.yaml,wip,10a2566fa260fbdfa1693232d4f6bd3e291ecaeb,/retrieve,POST,retrieveConnectivity,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings,POST,createBooking,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/{bookingId},GET,getBookingById,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/{bookingId},DELETE,deleteBooking,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/{bookingId}/devices/assign,POST,assignDevices,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/{bookingId}/devices,GET,getDevicesByBookingId,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/{bookingId}/devices/release,POST,releaseDevices,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QoSBooking,qos-booking-and-assignment.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/qos-bookings/retrieve,POST,retrieveBookingByDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QoSBooking,qos-booking.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/device-qos-bookings,POST,createBooking,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QoSBooking,qos-booking.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/device-qos-bookings/{bookingId},GET,getBookingById,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
QoSBooking,qos-booking.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/device-qos-bookings/{bookingId},DELETE,deleteBooking,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
QoSBooking,qos-booking.yaml,wip,c60335beceb0dae021bc8dfc803fdb6c15318b95,/retrieve-device-qos-bookings,POST,retrieveBookingByDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QualityOnDemand,qos-profiles.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/retrieve-qos-profiles,POST,retrieveQosProfiles,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QualityOnDemand,qos-profiles.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/qos-profiles/{name},GET,getQosProfile,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
QualityOnDemand,qos-provisioning.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/qos-assignments,POST,createQosAssignment,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QualityOnDemand,qos-provisioning.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/qos-assignments/{assignmentId},GET,getQosAssignmentById,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
QualityOnDemand,qos-provisioning.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/qos-assignments/{assignmentId},DELETE,revokeQosAssignment,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
QualityOnDemand,qos-provisioning.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/retrieve-qos-assignment,POST,getQosAssignmentByDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QualityOnDemand,quality-on-demand.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/sessions,POST,createSession,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QualityOnDemand,quality-on-demand.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/sessions/{sessionId},GET,getSession,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
QualityOnDemand,quality-on-demand.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/sessions/{sessionId},DELETE,deleteSession,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
QualityOnDemand,quality-on-demand.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/sessions/{sessionId}/extend,POST,extendQosSessionDuration,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
QualityOnDemand,quality-on-demand.yaml,wip,e29b052a99f215eabd8558656baa2bbf402fe03e,/retrieve-sessions,POST,retrieveSessionsByDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
RegionDeviceCount,region-device-count.yaml,wip,70ca5cbd1e781948f3826813187ead8622a5fa04,/count,POST,count,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
SessionInsights,session-insights.yaml,wip,55f5c9c77d868bd294306158a01a75e2e1ea9c55,/sessions,POST,createSession,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
SessionInsights,session-insights.yaml,wip,55f5c9c77d868bd294306158a01a75e2e1ea9c55,/sessions/{sessionId},GET,getSession,r,r,pure read of existing resource/state; no external side-effect observed in summary/description
SessionInsights,session-insights.yaml,wip,55f5c9c77d868bd294306158a01a75e2e1ea9c55,/sessions/{sessionId},DELETE,deleteSession,w,w,idempotent state write/removal of a resource owned by the caller; no external notification/money/live-session effect beyond ending what the caller itself created
SessionInsights,session-insights.yaml,wip,55f5c9c77d868bd294306158a01a75e2e1ea9c55,/retrieve-sessions,POST,retrieveSessionsByDevice,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
SessionInsights,session-insights.yaml,wip,55f5c9c77d868bd294306158a01a75e2e1ea9c55,/sessions/{sessionId}/metrics,POST,sendSessionMetrics,x,x,non-idempotent operation; treated as consequential by default (create/verify/send/trigger)
