repo,file,path,method,operationId,gt_class,state_effect,external_effect,spec_field,doubt,reason
InHomeDeviceManagement,InHomeDeviceManagement.yaml,/v1/devices,GET,listDevices,r,none,none,description,,description 'Returns all devices currently connected to the specified household fixed-line network' is a read-only listing.
InHomeDeviceManagement,InHomeDeviceManagement.yaml,/v1/devices/{deviceId},GET,getDevice,r,none,none,description,,description 'Returns full details of a specific device connected to the household network' is a lookup only.
InHomeDeviceManagement,InHomeDeviceManagement.yaml,/v1/devices/{deviceId},PATCH,updateDevice,x,idempotent,third-party,description,,"description states this operation is used to 'Block or unblock network access' and 'Pause or unpause internet access,' a live network action reaching the device."
InHomeDeviceManagement,InHomeDeviceManagement.yaml,/v1/devices/{deviceId},DELETE,deleteDevice,x,idempotent,third-party,description,,"description notes deletion also removes 'Any active access control rules for this device,' restoring the device's live network access, the same class of device-reaching action as updateDevice's block/unblock."
InHomeDeviceManagement,InHomeDeviceManagement.yaml,/v1/devices/{deviceId}/actions/{actionId},POST,performDeviceAction,x,non-idempotent,third-party,responses.409,,description 'Schedule internet access windows for a device (e.g. parental controls)' plus the 409 example 'a schedule-access rule already exists for this device' show a non-repeatable live access-control action on the device.
InHomeDeviceManagement,InHomeDeviceManagement.yaml,/v1/devices/{deviceId}/network-health,GET,getDeviceNetworkHealth,r,none,none,description,,description 'Provides real-time network health attributes of a specific device' is read-only telemetry retrieval.
IoTDeviceManagement,esim-profile-management.yaml,/download,POST,downloadEsimProfile,x,non-idempotent,third-party,info.description,,"info.description states 'All operations act on the device over-the-air (download, enable, disable, delete, set-fallback)' and download assigns a new ICCID on each call, installing to the physical eUICC."
IoTDeviceManagement,esim-profile-management.yaml,/enable,POST,enableEsimProfile,x,idempotent,third-party,description,,description 'enabling automatically disables the currently active eSIM Profile' is an over-the-air action that changes the device's live cellular connectivity.
IoTDeviceManagement,esim-profile-management.yaml,/disable,POST,disableEsimProfile,x,idempotent,third-party,description,,description 'Device will lose cellular connectivity until another eSIM Profile is enabled' shows this over-the-air call directly changes the device's live connectivity.
IoTDeviceManagement,esim-profile-management.yaml,/delete,POST,deleteEsimProfile,x,idempotent,third-party,description,,description 'Permanently removes an eSIM Profile from the device. This operation is irreversible' is an over-the-air action executed on the physical eUICC.
IoTDeviceManagement,esim-profile-management.yaml,/set-fallback,POST,setFallbackEsimProfile,x,idempotent,third-party,info.description,,"though the operation 'sets attribute only' with 'No state change,' the info.description's over-the-air note lists set-fallback among the operations delivered directly to the device."
IoTDeviceManagement,esim-profile-management.yaml,/retrieve-status,POST,getEsimProfileStatus,r,none,none,description,,description explicitly notes 'This operation uses POST despite being a read operation' and only retrieves status information.
IoTDeviceManagement,esim-profile-management.yaml,/operations/{operationId},GET,retrieveOperation,r,none,none,description,,description 'Retrieves detailed information about an eSIM Profile operation including its status' is a poll-only read.
IoTNetworkOptimization,iot-network-optimization.yaml,/features/power-saving,POST,activatePowerSaving,x,non-idempotent,third-party,responses.409,,"summary 'Activate or de-activate power-saving features for IoT devices' adjusts live device network parameters, and the 409 example 'Device already in the requested power-saving state or a conflicting operation is in progress' shows repeating the call does not have the same effect."
IoTNetworkOptimization,iot-network-optimization.yaml,/features/power-saving/transactions/{transactionId},GET,getPowerSaving,r,none,none,description,,summary 'Get status of a transaction for power-saving features' is a read-only status check.
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,/subscriptions,POST,subscribeFraudPrevention,x,non-idempotent,notifies,responses.201,,"Each call to POST /subscriptions creates a new Subscription resource with a generated id and registers a sink that receives future notifications, so repeating it is not equivalent to doing it once."
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,/subscriptions,GET,listSubscriptions,r,none,none,description,,"The description says it retrieves a list of existing subscriptions with no request body, a pure read."
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,/subscriptions/{subscriptionId},GET,getSubscription,r,none,none,description,,"""Retrieve the details of an existing subscription"" performs no state change."
IoTSIMFraudPrevention,iot-sim-fraud-prevention-subscriptions.yaml,/subscriptions/{subscriptionId},DELETE,deleteSubscription,w,idempotent,none,description,,"""Delete an existing subscription. After deletion, no further notifications will be sent"" is a delete whose repetition leaves the subscription gone either way."
IoTSIMFraudPrevention,iot-sim-fraud-prevention.yaml,/bind,POST,bindDeviceImei,w,idempotent,none,responses.200,,Binding sets the IMEI or area restriction on the SIM card (an idempotent set-or-replace) and returns only a boolean bound result rather than creating a new resource.
IoTSIMFraudPrevention,iot-sim-fraud-prevention.yaml,/unbind,POST,unBindDeviceImei,w,idempotent,none,responses.200,,"Unbind removes an existing IMEI or area restriction and returns only a boolean unbound flag, an idempotent state removal."
IoTSIMFraudPrevention,iot-sim-fraud-prevention.yaml,/query,POST,query,r,none,none,responses.200,,"The request body only carries a device identifier and queryType, and the response only reports current bind or area-limit status with no resource created or modified."
KnowYourCustomer,kyc-age-verification.yaml,/verify,POST,verifyAge,r,none,none,description,,"""Verify that the age of the subscriber ... is equal to or greater than the specified age threshold"" only returns a computed ageCheck value, changing nothing."
KnowYourCustomer,kyc-fill-in.yaml,/fill-in,POST,KYC_Fill-in,r,none,none,summary,,"The summary describes 'Providing information related to a customer identity stored the account data bound to the customer's phone number', a read of Operator-held data with no write."
KnowYourCustomer,kyc-match.yaml,/match,POST,KYC_Match,r,none,none,description,,The operation 'verif[ies] matching of a number of attributes' against stored data and returns true/false/not_available per attribute without altering any record.
KnowYourCustomerAgeVerification,kyc-age-verification.yaml,/verify,POST,verifyAge,r,none,none,description,,"As the standalone KnowYourCustomerAgeVerification repo's copy of /verify, it 'checks if the age of the subscriber is older than the age threshold' and returns ageCheck, a pure lookup with no side effects."
KnowYourCustomerFill-in,kyc-fill-in.yaml,/fill-in,POST,kycFillin,r,none,none,description,,"As the standalone Fill-in repo's endpoint, it lets a client 'request and receive the information for a particular user ... on file' with the Operator, purely retrieving stored attributes."
KnowYourCustomerMatch,kyc-match.yaml,/match,POST,kycMatch,r,none,none,description,,"As the standalone Match repo's endpoint, it compares SP-held attributes against the Operator's verified KYC records and returns per-attribute match results, never writing data."
ModelAsAService,knowledge-base.yaml,/knowledge-bases,POST,createKnowledgeBase,x,non-idempotent,none,responses.201,,"createKnowledgeBase generates a new unique knowledgeBaseId on every successful call ('Returns full KnowledgeBase object with generated ID'), so calling it twice produces two knowledge bases rather than one."
ModelAsAService,knowledge-base.yaml,/knowledge-bases,GET,listKnowledgeBases,r,none,none,description,,"""Retrieves all knowledge bases accessible to the authenticated user"" is a pure read returning a collection."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId},GET,getKnowledgeBase,r,none,none,description,,"""Retrieves metadata and document list for a specific knowledge base"" performs no write."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId},PUT,updateKnowledgeBase,w,idempotent,none,description,,"Despite the PUT verb, the description states this 'is a partial update (not a full replacement)' that replaces the stored name/description fields, an idempotent set operation."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId},DELETE,deleteKnowledgeBase,w,idempotent,none,description,,"""Permanently deletes a knowledge base and its documents"" with 204 No Content is an idempotent removal, since a repeat call finds it already gone."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId}/documents,POST,uploadDocument,x,non-idempotent,none,description,,"Each upload 'gets its own documentId' and returns 201 with a Location header pointing at a newly created document, so repeating the same upload creates additional distinct documents."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId}/documents/{documentId},GET,getDocument,r,none,none,description,,"""Retrieves metadata of a specific document uploaded to a knowledge base, including its indexing status"" is read-only, intended for polling."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId}/documents/{documentId},DELETE,deleteDocument,w,idempotent,none,description,,"""Permanently removes a document from a knowledge base"" returning 204 is an idempotent deletion of the identified sub-resource."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId}/tools,POST,createTool,x,non-idempotent,none,description,,"createTool 'Returns full Tool object with generated toolId' on 201, so each call mints a new tool resource rather than converging on one state."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId}/tools,GET,listTools,r,none,none,description,,"""Retrieves all registered tools in the specified knowledge base"" is a read returning a paginated array."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},GET,getTool,r,none,none,description,,"""Retrieves details of a specific tool registered in the knowledge base"" changes nothing."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},PUT,updateTool,w,idempotent,none,description,,"The operation is explicitly 'a partial update (not a full replacement)' of the tool definition, with headers replaced-as-a-whole or preserved, an idempotent set."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId}/tools/{toolId},DELETE,deleteTool,w,idempotent,none,description,,"""Permanently removes a tool definition"" (204) is an idempotent deletion, and the cross-API pruning of assistant toolIds it triggers is itself idempotent."
ModelAsAService,knowledge-base.yaml,/knowledge-bases/{knowledgeBaseId}/tools/{toolId}/call,POST,callTool,x,non-idempotent,third-party,description,,"callTool 'causes the API provider's server to send an outbound HTTP request' to a consumer-registered third-party url using the tool's configured method, explicitly flagged as an SSRF-relevant external call."
ModelAsAService,qa-assistant-manage.yaml,/assistants,POST,createAssistant,x,non-idempotent,none,responses.201,,"createAssistant returns 201 with 'the created Assistant resource (with generated assistantId)', so each call produces a new distinct assistant."
ModelAsAService,qa-assistant-manage.yaml,/assistants,GET,listAssistants,r,none,none,description,,"""Retrieves all configured QA assistants"" is a pure read of existing configurations."
ModelAsAService,qa-assistant-manage.yaml,/assistants/{assistantId},GET,getAssistant,r,none,none,description,,"""Retrieves detailed configuration for a specific assistant"" performs no mutation."
ModelAsAService,qa-assistant-manage.yaml,/assistants/{assistantId},PUT,updateAssistant,w,idempotent,none,description,,"updateAssistant 'is a partial update (not a full replacement)' where largeModelParameters and toolIds are each 'replaced as a whole' when supplied, an idempotent set operation."
ModelAsAService,qa-assistant-manage.yaml,/assistants/{assistantId},DELETE,deleteAssistant,w,idempotent,none,description,,"""Permanently removes a QA assistant configuration"" (204) is an idempotent deletion that cannot be undone but converges to the same deleted state on repeat."
ModelAsAService,qa-assistant-service.yaml,/answer,POST,queryAssistant,x,non-idempotent,third-party,description,unclear: spec does not say whether a given query actually triggers a tool call or whether an invoked tool has any external effect versus being a pure lookup - this is LLM-decided at query time and depends on the assistant's toolIds configuration,"queryAssistant's LLM 'MAY invoke [associated] tools automatically while generating the answer ... turning the assistant into an agent that can take actions', and those tool invocations reach consumer-registered third-party urls, so the read-shaped query can carry third-party side effects the response never surfaces."
MostFrequentLocation,most-frequent-location.yaml,/verify,POST,verifyFrequentLocation,r,none,none,description,,"The operation 'returns a score representing how frequently the device was connected to antennas' whose coverage matches the requested area, a computed read with no state change."
MultiPointVPN,multi-point-vpn.yaml,/networks,POST,createNetwork,x,non-idempotent,none,responses.201,,"createNetwork returns 201 with a Location header for 'the newly created network resource', and info.description notes the physical CE-to-cloud-PE link 'is default deployed for one click calling', so each call provisions a new distinct VPN network."
MultiPointVPN,multi-point-vpn.yaml,/networks/{serviceId},PATCH,updateNetwork,w,idempotent,none,requestBody.content,,"updateNetwork uses application/merge-patch+json against NetworkUpdate, a JSON-merge-patch set of guaranteeBandwidth/sla fields that is idempotent by construction."
MultiPointVPN,multi-point-vpn.yaml,/networks/{serviceId},GET,getNetwork,r,none,none,summary,,"""retrieve multipoint virtual private network details"" is a read-only lookup of an existing network."
MultiPointVPN,multi-point-vpn.yaml,/networks/{serviceId},DELETE,deleteNetwork,w,idempotent,none,responses.202,,"""Network deletion request accepted. The deletion is processed asynchronously; the resource will be removed once complete"" describes an idempotent removal despite the async 202."
MultiPointVPN,multi-point-vpn.yaml,/assessment,POST,assessConnectionFeasibility,r,none,none,description,,"The request body only carries hypothetical connection parameters and the response returns waitDays/sla/rent estimates with no network or resource created, matching the query-only-POST rule for r."
NetworkAccessManagement,network-access-devices.yaml,/network-access-devices,GET,getNetworkAccessDevices,r,none,none,description,,"Description says the operation ""Retrieves all Network Access Devices associated with the subscriber"" with no mutating side effect."
NetworkAccessManagement,network-access-devices.yaml,/network-access-devices/{networkAccessDeviceId},GET,getNetworkAccessDevice,r,none,none,description,,"Description says it ""Retrieves the Network Access Device that matches the given ID"", a plain lookup."
NetworkAccessManagement,network-access-devices.yaml,/reboot-requests,POST,createRebootRequest,x,non-idempotent,third-party,requestBody.description,,"Each call creates a new Reboot Request resource that triggers an immediate or scheduled physical reboot of operator equipment, a live device action on hardware the caller does not directly control."
NetworkAccessManagement,network-access-devices.yaml,/reboot-requests,GET,getRebootRequests,r,none,none,description,,"Returns ""a list of Reboot Requests associated with the service owner created by the calling API client"" with no state change."
NetworkAccessManagement,network-access-devices.yaml,/reboot-requests/{rebootRequestId},GET,getRebootRequest,r,none,none,description,,"Description says it ""Retrieves the Reboot Request that matches the given ID"", a read of an existing resource."
NetworkAccessManagement,network-access-devices.yaml,/reboot-requests/{rebootRequestId},PATCH,updateRebootRequest,w,idempotent,none,description,,"Updates the existing Reboot Request record to ""modify its scheduled time or cancel it""; this is a set-style change to a resource's fields, not itself a device action, and a 409 INCOMPATIBLE_STATE guards re-application."
NetworkAccessManagement,network-access-devices.yaml,/reboot-requests/{rebootRequestId},DELETE,deleteRebootRequest,w,idempotent,none,description,,"Deletes the Reboot Request, ""cancelling the scheduled reboot if it has not yet occurred"", a standard idempotent delete of a resource."
NetworkAccessManagement,network-access-domains.yaml,/services,GET,getServices,r,none,none,description,,"Returns all services accessible to the calling identity, a pure enumeration with no side effect."
NetworkAccessManagement,network-access-domains.yaml,/services/{serviceId},GET,getService,r,none,none,description,,"Returns a specific service by serviceId for inspection, described only as retrieval."
NetworkAccessManagement,network-access-domains.yaml,/trust-domains/capabilities,GET,getTrustDomainCapabilities,r,none,none,description,,"Retrieves ""the set of Trust Domain configuration capabilities supported by the API provider"", a discovery/read call."
NetworkAccessManagement,network-access-domains.yaml,/trust-domains,POST,createTrustDomain,w,idempotent,none,description,,"Creation is guarded by name uniqueness (""409 ALREADY_EXISTS ... if a Trust Domain with the same name already exists""), so repeated identical requests converge on the same single domain rather than each creating a distinct resource, and the config is applied only to the caller's own network access devices."
NetworkAccessManagement,network-access-domains.yaml,/trust-domains,GET,getTrustDomains,r,none,none,description,,"Retrieves all Trust Domains visible to the calling client, scoped by read scope, with no mutation."
NetworkAccessManagement,network-access-domains.yaml,/trust-domains/{trustDomainId},GET,getTrustDomain,r,none,none,description,,"Retrieves the Trust Domain identified by the given ID, a lookup gated only by read scopes."
NetworkAccessManagement,network-access-domains.yaml,/trust-domains/{trustDomainId},PATCH,updateTrustDomain,w,idempotent,none,description,,"Updates the Trust Domain by ID with full-replacement semantics for accessDetails, so repeating the same PATCH body leaves the domain in the same state."
NetworkAccessManagement,network-access-domains.yaml,/trust-domains/{trustDomainId},DELETE,deleteTrustDomain,w,idempotent,none,description,,"Deletes the Trust Domain and removes its configuration from all network access devices where applied, a standard idempotent resource delete."
NetworkAccessManagement,network-access-domains.yaml,/trust-domains/{trustDomainId}/devices,POST,createTrustDomainDevice,x,non-idempotent,third-party,description,"unclear: bootstrappingInfo can trigger live zero-touch onboarding of a physical device, but the 409 ALREADY_EXISTS guard on repeat registration otherwise reads as an idempotent create","Registration can carry `bootstrappingInfo` that is ""used to onboard ('zero-touch') the device"", an action taken against the physical device itself rather than a pure data record, even though duplicate registration is rejected with 409 ALREADY_EXISTS."
NetworkAccessManagement,network-access-domains.yaml,/trust-domains/{trustDomainId}/devices,GET,getTrustDomainDevices,r,none,none,description,,"Retrieves all devices registered to the specified Trust Domain that the caller is authorized to view, a read-only list."
NetworkAccessManagement,network-access-domains.yaml,/trust-domains/{trustDomainId}/devices/{deviceId},GET,getTrustDomainDevice,r,none,none,description,,"Retrieves the device identified by the given ID within the specified Trust Domain, a simple lookup."
NetworkAccessManagement,network-access-domains.yaml,/trust-domains/{trustDomainId}/devices/{deviceId},PATCH,updateTrustDomainDevice,w,idempotent,none,description,,"Only included fields are updated, with `bootstrappingInfo`/`deviceCredential` replaced wholesale when present, making repeated identical PATCHes converge on the same device state."
NetworkAccessManagement,network-access-domains.yaml,/trust-domains/{trustDomainId}/devices/{deviceId},DELETE,deleteTrustDomainDevice,w,idempotent,none,description,,"Deregisters and removes the device from the specified Trust Domain, an idempotent delete of the registration resource."
NetworkInsights,network-health-assessment.yaml,/health-scores,GET,getHealthScores,r,none,none,description,,"Queries ""the health assessment results of the specified network module at the latest time point"" and returns aggregated scores with no write."
NetworkInsights,network-traffic-analysis.yaml,/traffic-analysis,GET,getTrafficAnalysis,r,none,none,description,,Queries aggregated 5G traffic statistics for a network over a period; described purely as a query returning records.
NetworkSliceBooking,network-slice-assignment.yaml,/slices/{sliceId}/devices,POST,assignDevice,x,non-idempotent,third-party,description,,"Assigning a device provisions it onto the live network slice and is capacity-bounded (""must not exceed the maximum number defined in the slice QoS profile""), i.e. a per-device reservation against finite slice capacity, not a plain idempotent record update."
NetworkSliceBooking,network-slice-assignment.yaml,/slices/{sliceId}/devices,GET,getDevices,r,none,none,description,,"Gets information about devices currently assigned to a specific network slice, a read of existing assignments."
NetworkSliceBooking,network-slice-assignment.yaml,/slices/{sliceId}/release,POST,releaseDevice,w,idempotent,none,description,,"Releases a device from the slice; a device already released simply yields status FAILURE/DEVICE_ALREADY_RELEASED, so end state after one or more calls converges, matching a delete-like idempotent teardown."
NetworkSliceBooking,network-slice-assignment.yaml,/retrieve-slices,POST,retrieveSlicesByDevice,r,none,none,requestBody.schema.Device,,"Body carries only a device identifier and the response is the read-only list of slices the device is assigned to, with no resource created by this call."
NetworkSliceBooking,network-slice-booking.yaml,/slices,POST,createSlice,x,non-idempotent,third-party,description,,"The Introduction states this API lets consumers ""reserve a slice resource of a selected area within a period"", a network-resource reservation/booking with each call producing a distinct sliceId."
NetworkSliceBooking,network-slice-booking.yaml,/slices/{sliceId},DELETE,deleteSlice,w,idempotent,none,description,,"The spec states explicitly ""The deletion operation is idempotent, meaning that if the slice is already deleted, the API consumer will receive a response with code 204""."
NetworkSliceBooking,network-slice-booking.yaml,/slices/{sliceId},GET,getSlice,r,none,none,description,,"Queries for network slice booking resource information details by sliceId, a pure read."
NumberRecycling,number-recycling.yaml,/check,POST,checkNumberRecycling,r,none,none,requestBody.schema.CreateCheckNumRecycling,,Body is only a phoneNumber and specifiedDate query; the response is a boolean `phoneNumberRecycled` flag with no resource created or modified.
NumberVerification,number-verification.yaml,/verify,POST,phoneNumberVerify,r,none,none,description,,"Compares the supplied phone number against the one tied to the access token and returns true/false, described purely as a verification check with no state change."
NumberVerification,number-verification.yaml,/device-phone-number,GET,phoneNumberShare,r,none,none,description,,Returns the authenticated user's device phone number associated to the access token; a straightforward read.
OTPValidation,one-time-password-sms.yaml,/send-code,POST,sendCode,x,non-idempotent,third-party,description,,"Description states it ""Sends an SMS with the desired message and an OTP code to the received phone number"", directly reaching a person via SMS, which is a third-party external effect regardless of idempotency."
OTPValidation,one-time-password-sms.yaml,/validate-code,POST,validateCode,w,idempotent,none,description,,"Verifies the code for the given authenticationId; once validated the code is consumed (single-use, per MAX_OTP_CODES/expiry semantics) so the authenticationId's final state converges after one or more calls, with no effect reaching outside the API."
OptimalEdgeDiscovery,optimal-edge-discovery.yaml,/regions,GET,getRegions,r,none,none,description,,"""helper API to get all the regions"" that identifies where edge cloud zones are available, purely a read."
OptimalEdgeDiscovery,optimal-edge-discovery.yaml,/retrieve-optimal-edge-cloud-zones,POST,discoverOptimalEdge,r,none,none,requestBody.schema.OptimalEdgeDiscoveryInfo,,"Request body is only an applicationProfileId plus optional device/region identifiers, and the response is a ranked list of zones with no resource created by the call."
PopulationDensityData,population-density-data.yaml,/retrieve,POST,retrievePopulationDensity,r,none,none,info.description,,"The info.description states this ""operation creates no resource to read back""; the operationId is only used to correlate an async callback delivery of the same query's result, not a created resource."
PredictiveConnectivityData,predictive-connectivity-data.yaml,/retrieve,POST,retrieveConnectivity,r,none,none,description,,Retrieves a connectivity estimation for a requested area/service level/time window; the request is a query and the response is computed data with no resource created.
QoSBooking,qos-booking-and-assignment.yaml,/qos-bookings,POST,createBooking,x,non-idempotent,third-party,description,,"Description says the operation ""reserves a Quality of Service (QoS) booking for a specified number of devices, service area, and scheduled time/duration"", a network-resource reservation producing a new bookingId each call."
QoSBooking,qos-booking-and-assignment.yaml,/qos-bookings/{bookingId},GET,getBookingById,r,none,none,description,,"""retrieves the details of an existing Quality of Service (QoS) booking using its unique identifier"", a pure read."
QoSBooking,qos-booking-and-assignment.yaml,/qos-bookings/{bookingId},DELETE,deleteBooking,w,idempotent,none,description,,"""cancels and deletes a specific QoS booking ... and releases the resources related to that booking"", a standard cancellation/delete of an existing resource."
QoSBooking,qos-booking-and-assignment.yaml,/qos-bookings/{bookingId}/devices/assign,POST,assignDevices,x,non-idempotent,third-party,description,,"Assignment causes ""the network [to be] available for the said devices to connect and use them at the requested time"", provisioning live QoS onto specific devices and consuming the booking's finite `remainingDevices` count per device assigned."
QoSBooking,qos-booking-and-assignment.yaml,/qos-bookings/{bookingId}/devices,GET,getDevicesByBookingId,r,none,none,description,,"Retrieves the list of devices assigned to the existing QoS Booking, described only as a read (subject to disclosure policy)."
QoSBooking,qos-booking-and-assignment.yaml,/qos-bookings/{bookingId}/devices/release,POST,releaseDevices,w,idempotent,none,description,,"Releases one or more already-assigned devices from a booking; `remainingDevices` is incremented back, an idempotent-style teardown mirroring the assign operation's inverse."
QoSBooking,qos-booking-and-assignment.yaml,/qos-bookings/retrieve,POST,retrieveBookingByDevice,r,none,none,description,,"""Querying for QoS Booking resource information details for a device""; body carries only a device identifier and the response is a read-only array."
QoSBooking,qos-booking.yaml,/device-qos-bookings,POST,createBooking,x,non-idempotent,third-party,description,,"""Triggers a new booking to assign certain QoS Profile to certain device"", reserving network QoS capacity and scheduling live provisioning for that device, a distinct booking created per call."
QoSBooking,qos-booking.yaml,/device-qos-bookings/{bookingId},GET,getBookingById,r,none,none,description,,"""Querying for QoS Booking information details"" by bookingId, a plain read."
QoSBooking,qos-booking.yaml,/device-qos-bookings/{bookingId},DELETE,deleteBooking,w,idempotent,none,description,,"""Release resources related to a QoS Booking""; deletion is described with terminal status handling and no further effect once TERMINATED, an idempotent-style resource removal."
QoSBooking,qos-booking.yaml,/retrieve-device-qos-bookings,POST,retrieveBookingByDevice,r,none,none,description,,"""Querying for QoS Booking resource information details for a device""; body is only a device identifier and the response is a read-only array of existing bookings."
QualityOnDemand,qos-profiles.yaml,/retrieve-qos-profiles,POST,retrieveQosProfiles,r,none,none,description,,"The operation only returns a filtered list of QoS Profiles (""Returns all QoS Profiles that match the given criteria"") and does not create or modify any resource."
QualityOnDemand,qos-profiles.yaml,/qos-profiles/{name},GET,getQosProfile,r,none,none,description,,getQosProfile only returns a QoS Profile matching the given name with no request body or side effects.
QualityOnDemand,qos-provisioning.yaml,/qos-assignments,POST,createQosAssignment,x,non-idempotent,third-party,description,,"Creating an assignment ""configures the network to apply the requested QoS profile to a specified device whenever the device is connected,"" and a second call for the same device returns 409 CONFLICT rather than repeating the same effect."
QualityOnDemand,qos-provisioning.yaml,/qos-assignments/{assignmentId},GET,getQosAssignmentById,r,none,none,description,,"This is a read-only query ""for details about the QoS profile assignment"" with no request body."
QualityOnDemand,qos-provisioning.yaml,/qos-assignments/{assignmentId},DELETE,revokeQosAssignment,w,idempotent,none,description,,"The operation ""revokes the assignment of a QoS profile to a device"" by deleting the existing assignment record, matching the ordinary resource-deletion pattern."
QualityOnDemand,qos-provisioning.yaml,/retrieve-qos-assignment,POST,getQosAssignmentByDevice,r,none,none,description,,"This POST ""returns the details of the record for the assignment of a QoS profile to a device"" and is explicitly a query substituting for GET to avoid exposing device identifiers, not a state change."
QualityOnDemand,quality-on-demand.yaml,/sessions,POST,createSession,x,non-idempotent,third-party,description,,"createSession configures the network to provide prioritized latency/throughput for real traffic and a repeat request for the same device/flow returns 409 CONFLICT, so it does not have the same effect each time."
QualityOnDemand,quality-on-demand.yaml,/sessions/{sessionId},GET,getSession,r,none,none,description,,"getSession is ""querying for QoS session resource information details"" with no modification."
QualityOnDemand,quality-on-demand.yaml,/sessions/{sessionId},DELETE,deleteSession,w,idempotent,none,description,,"deleteSession simply releases ""resources related to QoS session,"" the canonical resource-deletion case."
QualityOnDemand,quality-on-demand.yaml,/sessions/{sessionId}/extend,POST,extendQosSessionDuration,x,non-idempotent,third-party,description,,"Extending duration adds requestedAdditionalDuration to the existing session length each time it is called, so repeating the same extend request further lengthens a live prioritized network flow rather than reproducing one fixed state."
QualityOnDemand,quality-on-demand.yaml,/retrieve-sessions,POST,retrieveSessionsByDevice,r,none,none,description,,"retrieveSessionsByDevice is ""querying for QoS session resource information details for a device"" and returns an empty array if none are found, with no resource created."
RegionDeviceCount,region-device-count.yaml,/count,POST,count,r,none,none,description,,"The /count operation only computes and returns ""the number of devices in the specified area during a certain time interval,"" whether delivered synchronously or via the caller's own sink, without altering any resource."
SessionInsights,session-insights.yaml,/sessions,POST,createSession,x,non-idempotent,notifies,info.description,,"Session creation ""implicitly establishes a notification subscription"" and produces a new operator-assigned session resource on every call."
SessionInsights,session-insights.yaml,/sessions/{sessionId},GET,getSession,r,none,none,description,,"getSession here just retrieves ""the details of a specific session by its operator-assigned session ID."""
SessionInsights,session-insights.yaml,/sessions/{sessionId},DELETE,deleteSession,w,idempotent,none,description,,"Deleting the session merely ""stops all notifications and metric reporting for the session,"" an ordinary teardown of the caller's own monitoring resource with no live network reconfiguration described."
SessionInsights,session-insights.yaml,/retrieve-sessions,POST,retrieveSessionsByDevice,r,none,none,description,,"This lookup ""retrieves all Session Insights sessions for a given device"" and returns an empty array if none are found."
SessionInsights,session-insights.yaml,/sessions/{sessionId}/metrics,POST,sendSessionMetrics,x,non-idempotent,notifies,description,,"Each submission feeds new application-observed metrics into the provider's ongoing quality evaluation and ""delivers a session quality notification asynchronously,"" so repeated submissions are not interchangeable with a single one."
SimSwap,sim-swap-subscriptions.yaml,/subscriptions,POST,createSimSwapSubscription,x,non-idempotent,notifies,description,,"This creates a new sim-swap event subscription resource, and the API-functionality text confirms the endpoint ""allows to ... create new event subscriptions."""
SimSwap,sim-swap-subscriptions.yaml,/subscriptions,GET,retrieveSubscriptionList,r,none,none,description,,"retrieveSubscriptionList only returns ""the list of sim swap event subscription(s)"" with no state change."
SimSwap,sim-swap-subscriptions.yaml,/subscriptions/{subscriptionId},GET,retrieveSubscription,r,none,none,description,,"retrieveSubscription simply retrieves ""event subscription information for a given subscription."""
SimSwap,sim-swap-subscriptions.yaml,/subscriptions/{subscriptionId},DELETE,deleteSubscription,w,idempotent,none,description,,"deleteSubscription just deletes ""a given event subscription,"" the caller's own notification subscription, matching ordinary resource deletion."
SimSwap,sim-swap.yaml,/retrieve-date,POST,retrieveSimSwapDate,r,none,none,description,,"retrieve-date only ""provides timestamp of latest SIM swap, if any, for a given phone number"" with no state modified."
SimSwap,sim-swap.yaml,/check,POST,checkSimSwap,r,none,none,description,,"check only reports ""whether a SIM swap has been performed during a past period"" as a boolean, with no side effects."
SimSwap,sim-swap.yaml,/retrieve-age-band,POST,retrieveSimSwapAgeBand,r,none,none,description,,"retrieve-age-band ""returns a standardized simSwapAgeBand value"" as a computed read, explicitly noted to not return or alter any state."
SimpleEdgeDiscovery,simple-edge-discovery.yaml,/retrieve-closest-edge-cloud-zone,POST,readClosestEdgeCloudZone,r,none,none,description,,"The operation only returns ""the name of the Edge Cloud Zone with the shortest network path to the end user device,"" a computed lookup with no resource created."
